,id,createdTime,lastRefresh,price,location,price_per_m,floor_select,furniture,market,builttype,m,rooms
142,716197667,2021-11-11T12:04:25+01:00,2022-07-20T22:09:39+02:00,470000.0,Lublin,11750,floor_1,no,secondary,apartamentowiec,40,two
143,770184513,2022-07-20T21:25:17+02:00,2022-07-20T21:31:52+02:00,424000.0,Lublin,7799.85,floor_1,no,primary,apartamentowiec,54.36,three
144,766055456,2022-06-30T22:11:36+02:00,2022-07-20T20:48:43+02:00,419000.0,Lublin,8914.89,floor_1,no,secondary,blok,47,three
145,766796637,2022-07-05T09:44:05+02:00,2022-07-20T20:46:02+02:00,500000.0,Lublin,8064.52,floor_3,yes,secondary,blok,62,three
146,770669865,2022-07-23T17:10:10+02:00,2022-07-23T17:15:01+02:00,320000.0,Lublin,8350.73,floor_9,yes,secondary,blok,38.32,two
147,746524410,2022-03-28T13:22:02+02:00,2022-07-14T12:26:09+02:00,369000.0,Lublin,8581.4,floor_3,no,secondary,blok,43,two
148,733564783,2022-01-29T21:30:25+01:00,2022-07-23T23:44:14+02:00,335000.0,Lublin,6442.31,floor_1,no,secondary,kamienica,52,two
149,740850377,2022-03-02T15:45:35+01:00,2022-07-20T20:41:58+02:00,220000.0,Lublin,4769.13,floor_0,yes,secondary,blok,46.13,two
150,765455422,2022-06-28T10:27:31+02:00,2022-07-20T20:17:13+02:00,530000.0,Lublin,8731.47,floor_0,yes,secondary,blok,60.7,three
151,690940606,2021-07-29T03:11:37+02:00,2022-07-20T19:13:22+02:00,380000.0,Lublin,6561.91,floor_4,no,secondary,blok,57.91,four
152,763267488,2022-06-18T15:14:02+02:00,2022-07-20T16:51:04+02:00,940000.0,Lublin,10561.8,floor_3,yes,secondary,blok,89,four
153,756469539,2022-05-14T22:16:39+02:00,2022-07-24T13:15:10+02:00,325000.0,Lublin,6993.76,floor_1,yes,secondary,blok,46.47,three
154,768363364,2022-07-12T07:31:33+02:00,2022-07-12T08:46:09+02:00,369000.0,Lublin,8413.13,floor_3,yes,primary,blok,43.86,two
155,769516784,2022-07-17T17:53:46+02:00,2022-07-17T17:59:39+02:00,455000.0,Lublin,11375,floor_1,yes,secondary,blok,40,two
156,765719042,2022-06-29T13:03:24+02:00,2022-07-20T15:12:18+02:00,650000.0,Lublin,9558.82,floor_4,yes,secondary,blok,68,four
157,623523173,2020-08-21T11:40:29+02:00,2022-07-20T15:05:24+02:00,350000.0,Lublin,10000,floor_0,yes,secondary,blok,35,two
158,770094380,2022-07-20T14:03:33+02:00,2022-07-20T14:59:49+02:00,415000.0,Lublin,8504.1,floor_1,no,secondary,blok,48.8,three
