,m,build_year,location,floor,id,market,price,price_per_m2,date_created,date_lastmod,rooms,builttype,url
23,61,1978,lublin,floor_10,63302342,secondary,489000,8016,2022-07-14T16:25:05+02:00,2022-08-17T11:57:32+02:00,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-po-remoncie-bronowice-ID4hBPv.html
24,36.5,1965,lublin,floor_4,63348970,secondary,370000,10137,2022-07-28T20:45:16+02:00,2022-08-17T11:52:53+02:00,1,block,https://www.otodom.pl/pl/oferta/kawalerka-w-srodmiesciu-ID4hNXA.html
25,66.1,1965,lublin,floor_1,63352690,secondary,395000,5976,2022-07-29T20:20:58+02:00,2022-08-17T16:35:43+02:00,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-do-wlasnej-aranzacji-lsm-ID4hOWA.html
26,,,,,,,,,,,,,
27,62,2016,lublin,floor_1,63199791,secondary,549000,8855,2022-06-15T13:12:54+02:00,2022-08-17T16:35:56+02:00,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-na-weglinku-ID4hb9t.html
28,,,,,,,,,,,,,
29,52.17,2022,lublin,floor_2,62716026,primary,401709,7700,2022-01-31T10:18:10+01:00,2022-08-17T11:11:48+02:00,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-gotowe-w-2022-r-wakacyjne-ceny-ID4f9iO.html
30,57.4,1980,lublin,floor_3,63233112,secondary,533000,9286,2022-06-25T14:55:11+02:00,2022-08-17T10:55:32+02:00,4,block,https://www.otodom.pl/pl/oferta/4-niezalezne-pokoje-winda-inwestycja-pod-najem-ID4hjOU.html
31,41,2021,lublin,floor_3,62837110,secondary,438000,10683,2022-03-03T13:05:20+01:00,2022-08-17T10:07:06+02:00,2,block,https://www.otodom.pl/pl/oferta/nowe-komfortowe-piekny-design-ID4fENM.html
32,55.81,2022,lublin,floor_4,63094274,primary,435262,7799,2022-05-17T18:25:17+02:00,2022-08-17T17:00:58+02:00,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-wyscigowa-konkurencyjna-cena-ID4gJHA.html
33,44.27,1963,lublin,floor_4,63225083,secondary,365000,8245,2022-06-23T09:55:55+02:00,2022-08-17T10:10:27+02:00,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-bronowice-do-wejscia-ID4hhJp.html
34,,,,,,,,,,,,,
35,72.62,2021,lublin,floor_3,63230772,primary,682628,9400,2022-06-24T14:28:12+02:00,2022-07-24T14:32:03+02:00,4,block,https://www.otodom.pl/pl/oferta/lokal-noclegowy-3-01-ID4hjda.html
36,40,2016,lublin,floor_1,63314610,secondary,455000,11375,2022-07-18T19:03:54+02:00,2022-08-02T19:07:48+02:00,2,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-40m2-na-ul-jantarowej-ID4hF1o.html
37,40,2003,lublin,ground_floor,63170231,secondary,415000,10375,2022-06-07T11:31:12+02:00,2022-08-17T16:36:04+02:00,2,block,https://www.otodom.pl/pl/oferta/dwa-stylowe-pokoje-slawinek-ID4h3sH.html
38,36,1969,lublin,floor_6,63128621,secondary,320000,8889,2022-05-26T12:50:44+02:00,2022-08-17T16:36:15+02:00,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-bez-piecyka-z-balkonem-srodmiescie-ID4gSDz.html
39,61.1,1980,lublin,floor_4,63214344,secondary,475000,7774,2022-06-20T18:45:10+02:00,2022-07-28T11:35:31+02:00,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-blisko-ul-filaretow-zana-ID4heVc.html
40,48,1990,lublin,floor_1,63227943,secondary,419000,8729,2022-06-23T20:32:41+02:00,2022-08-17T16:35:56+02:00,2,block,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-czubach-ID4hitx.html
41,62.22,1978,lublin,floor_10,63056000,secondary,439000,7056,2022-05-07T17:22:23+02:00,2022-08-16T06:06:18+02:00,4,block,https://www.otodom.pl/pl/oferta/1-km-od-centrum-blisko-uczelni-ID4gzKg.html
42,54,1968,lublin,floor_3,63149247,secondary,339000,6278,2022-06-01T11:21:04+02:00,2022-08-17T16:36:08+02:00,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-zielonej-okolicy-ID4gY0f.html
43,70,2018,lublin,floor_1,63269111,secondary,999000,14271,2022-07-06T07:55:09+02:00,2022-08-08T17:52:45+02:00,4,block,https://www.otodom.pl/pl/oferta/wygodne-4-pokoje-70m2-1-pietro-srodmiescie-2-m-ID4htbx.html
44,,,,,,,,,,,,,
45,65.08,2018,lublin,floor_1,63116266,secondary,650000,9988,2022-05-23T16:11:18+02:00,2022-08-17T18:04:46+02:00,3,block,https://www.otodom.pl/pl/oferta/ponikwoda-ID4gPqi.html
46,,,,,,,,,,,,,
47,70,1982,lublin,floor_7,63051376,secondary,585000,8357,2022-05-06T10:15:29+02:00,2022-08-04T11:00:27+02:00,3,block,https://www.otodom.pl/pl/oferta/przestronne-70m2-do-wejscia-wieniawa-ID4gyxG.html
48,35.4,1980,lublin,ground_floor,63211113,secondary,289000,8164,2022-06-20T09:41:27+02:00,2022-08-03T11:42:06+02:00,1,block,https://www.otodom.pl/pl/oferta/czuby-kawalerka-35m2-parter-balkon-ID4he65.html
49,,,,,,,,,,,,,
50,72,2014,lublin,floor_2,63082724,secondary,625000,8681,2022-05-14T12:55:22+02:00,2022-08-04T13:52:56+02:00,4,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-4-pokoje-wrotkow-ID4gGHi.html
51,47.95,1979,lublin,floor_6,63211427,secondary,425000,8863,2022-06-20T10:55:56+02:00,2022-08-16T11:55:59+02:00,3,block,https://www.otodom.pl/pl/oferta/inwestycyjne-trzy-pokojelwowskablisko-um-ID4heb9.html
52,27,2022,lublin,floor_5,63261336,secondary,328000,12148,2022-07-04T12:54:22+02:00,2022-08-17T10:06:17+02:00,1,block,https://www.otodom.pl/pl/oferta/nowe-1-pokojowe-piekny-design-ID4hra8.html
53,,,,,,,,,,,,,
54,,,,,,,,,,,,,
55,54,1979,lublin,floor_8,62988067,secondary,449000,8315,2022-04-14T18:35:14+02:00,2022-07-22T12:16:21+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-54-m2-lsm-ID4gi4z.html
56,65.83,2018,lublin,floor_1,63009754,secondary,599000,9099,2022-04-22T13:11:23+02:00,2022-08-16T18:05:24+02:00,4,block,https://www.otodom.pl/pl/oferta/4pokojowe-mieszkanie-66m2-wrotkow-ID4gnIm.html
57,,,,,,,,,,,,,
58,48.8,1964,lublin,floor_1,63407731,secondary,415000,8504,2022-08-17T09:59:07+02:00,2022-08-17T10:34:09+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-w-centrum-bez-posrednikow-ID4i3fl.html
59,47.5,1980,lublin,floor_1,63355542,secondary,435000,9158,2022-07-31T20:31:57+02:00,2022-08-15T21:15:45+02:00,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokojowe-mieszkanie-na-1-pietrze-ID4hPFA.html
60,53.23,1961,lublin,ground_floor,63315514,secondary,450000,8454,2022-07-19T06:52:42+02:00,2022-08-03T07:00:13+02:00,2,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lublin-ul-wschodnia-ID4hFfY.html
61,61,1974,lublin,floor_10,63407726,secondary,435000,7131,2022-08-17T09:55:27+02:00,2022-08-17T10:10:29+02:00,4,block,https://www.otodom.pl/pl/oferta/4-oddzielne-pokoje-winda-do-remontu-ID4i3fg.html
62,53.65,2014,lublin,floor_2,62842353,secondary,520000,9692,2022-03-04T14:54:00+01:00,2022-08-03T13:00:28+02:00,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-2-pietro-wysoki-standard-ID4fGal.html
63,,,,,,,,,,,,,
64,56.9,1977,lublin,floor_1,63313950,secondary,430000,7557,2022-07-18T16:20:15+02:00,2022-08-17T16:34:50+02:00,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-niepodleglosci-kalinowszczyzna-ID4hEQK.html
65,48.2,1980,lublin,floor_3,63366658,secondary,415000,8610,2022-08-03T14:01:34+02:00,2022-08-17T11:52:54+02:00,3,block,https://www.otodom.pl/pl/oferta/czechow-3-pokoje-blisko-medycznego-ID4hSyS.html
66,48.54,2004,lublin,floor_2,62698591,secondary,415000,8550,2022-01-25T15:52:56+01:00,2022-08-03T12:48:50+02:00,2,block,https://www.otodom.pl/pl/oferta/super-dwa-pokoje-2-pietro-poreba-ID4f4LB.html
67,,,,,,,,,,,,,
68,48,1977,lublin,ground_floor,62687104,secondary,375000,7813,2022-01-21T17:57:02+01:00,2022-08-17T15:19:21+02:00,3,block,https://www.otodom.pl/pl/oferta/3pokoje-parter-czechow-do-remontu-do-negocjacji-ID4f1Mk.html
69,48,1985,lublin,floor_2,63066087,secondary,379000,7896,2022-05-10T15:21:02+02:00,2022-08-17T16:35:31+02:00,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-niski-blok-os-chopina-ID4gCmX.html
70,30.94,1920,lublin,floor_1,62724002,secondary,255000,8242,2022-02-01T18:31:07+01:00,2022-08-05T13:42:34+02:00,2,tenement,https://www.otodom.pl/pl/oferta/dziesiata-2-pokoje-31m2-po-remoncie-ID4fbns.html
71,54.7,1967,lublin,floor_1,63078102,secondary,489000,8940,2022-05-13T10:40:57+02:00,2022-08-11T11:15:39+02:00,3,block,https://www.otodom.pl/pl/oferta/lsm-skierki-3-pokoje-1-pietro-po-remoncie-ID4gFuK.html
72,,,,,,,,,,,,,
73,50.94,1960,lublin,floor_2,62729734,secondary,439000,8618,2022-02-03T10:22:14+01:00,2022-08-05T13:42:35+02:00,3,block,https://www.otodom.pl/pl/oferta/bronowice-sowia-51m2-3-pokoje-po-remoncie-ID4fcRU.html
74,61,2009,lublin,floor_2,62755161,secondary,540000,8852,2022-02-10T10:06:47+01:00,2022-08-17T15:44:50+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-61-m2-ul-dozynkowa-lublin-ID4fju1.html
75,62.1,2016,lublin,floor_3,63215040,secondary,560000,9018,2022-06-20T22:20:48+02:00,2022-08-14T22:50:55+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-62m2-ul-gesia-3-pokojowe-weglinek-ID4hf7q.html
76,27,1980,lublin,floor_higher_10,63314515,secondary,298000,11037,2022-07-18T18:34:17+02:00,2022-08-02T18:36:20+02:00,1,block,https://www.otodom.pl/pl/oferta/czechow-kawalerka-z-wydzielona-sypialnia-ID4hEZR.html
77,53.54,2022,lublin,floor_2,61670092,primary,433674,8100,2021-03-26T11:21:08+01:00,2022-07-20T10:48:09+02:00,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-53m2-weglinek-2022r-ID4aLcU.html
78,47.5,1980,lublin,floor_1,63355542,secondary,435000,9158,2022-07-31T20:31:57+02:00,2022-08-15T21:15:45+02:00,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokojowe-mieszkanie-na-1-pietrze-ID4hPFA.html
79,59.7,1991,lublin,ground_floor,62859107,secondary,468645,7850,2022-03-09T16:29:01+01:00,2022-08-05T11:17:12+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-na-parterze-3-pokoje-czuby-os-poreba-ID4fKvz.html
80,57.86,2008,lublin,floor_2,63219493,secondary,515000,8901,2022-06-21T22:45:16+02:00,2022-08-17T15:47:14+02:00,3,block,https://www.otodom.pl/pl/oferta/lublin-ul-agatowa-3-pokoje-na-ii-pietrze-ID4hghf.html
81,47,1978,lublin,floor_1,63361013,secondary,435000,9255,2022-08-02T10:43:57+02:00,2022-08-17T11:52:53+02:00,3,block,https://www.otodom.pl/pl/oferta/perelka-na-niepodleglosci-ID4hR5P.html
82,44.8,1995,lublin,ground_floor,63094174,secondary,389760,8700,2022-05-17T18:20:11+02:00,2022-08-17T06:48:49+02:00,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-ponikwoda-ul-sekutowicza-ID4gJFY.html
83,76.5,1994,lublin,floor_2,63360424,secondary,569000,7438,2022-08-01T23:49:59+02:00,2022-08-16T23:51:31+02:00,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-lublin-czuby-ID4hQVk.html
84,48.29,2011,lublin,floor_3,63407037,secondary,419000,8677,2022-08-16T21:57:23+02:00,2022-08-16T22:09:43+02:00,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-48m2-garaz-i-piwnica-ID4i349.html
85,67,2016,lublin,floor_2,63360041,secondary,505000,7537,2022-08-01T20:52:43+02:00,2022-08-16T20:56:08+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-bez-posrednikow-67m-ID4hQQ9.html
86,60.75,2002,lublin,ground_floor,62928908,secondary,419000,6897,2022-03-29T13:11:34+02:00,2022-08-16T21:05:23+02:00,3,block,https://www.otodom.pl/pl/oferta/slawin-61m2-wysoki-parter-3-pokoje-garaz-ID4g2Go.html
87,,,,,,,,,,,,,
88,,,,,,,,,,,,,
89,52.6,2005,lublin,ground_floor,62916572,secondary,440000,8365,2022-03-25T11:54:54+01:00,2022-08-16T17:55:15+02:00,2,apartment,https://www.otodom.pl/pl/oferta/pilne-lublin-52m2-rozmarynowa-dobryuklad-ID4fZtq.html
90,63.29,20015,lublin,floor_2,63376277,secondary,630000,9954,2022-08-05T16:42:35+02:00,2022-08-16T17:46:43+02:00,4,block,https://www.otodom.pl/pl/oferta/komfortowe-cztery-pokoje-przy-ul-gesiej-ID4hW41.html
91,,,,,,,,,,,,,
92,,,,,,,,,,,,,
93,,,,,,,,,,,,,
94,,,,,,,,,,,,,
95,,,,,,,,,,,,,
96,31.49,2023,lublin,floor_1,62451657,primary,267665,8500,2021-11-03T07:55:40+01:00,2022-08-17T09:01:10+02:00,1,block,https://www.otodom.pl/pl/oferta/kawalerka-w-stanie-deweloperskim-ID4e2vN.html
97,47.5,1980,lublin,floor_1,63355542,secondary,435000,9158,2022-07-31T20:31:57+02:00,2022-08-15T21:15:45+02:00,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokojowe-mieszkanie-na-1-pietrze-ID4hPFA.html
98,49.66,1965,lublin,floor_1,61683762,secondary,309000,6222,2021-03-30T15:21:49+02:00,2022-08-16T15:15:01+02:00,2,block,https://www.otodom.pl/pl/oferta/na-sprzedaz-2-u-pokojowe-mieszkanie-ID4aOLo.html
99,61.99,2023,lublin,ground_floor,62352164,primary,483522,7800,2021-10-05T09:40:01+02:00,2022-08-16T15:02:25+02:00,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-ogrodkiem-weglinek-lublin-ID4dCE4.html
100,72.01,2023,lublin,ground_floor,63119732,primary,547000,7596,2022-05-24T13:35:00+02:00,2022-08-16T15:04:48+02:00,4,block,https://www.otodom.pl/pl/oferta/koncertowa-dolina-budynek-23-mieszkanie-m6-ID4gQkc.html
101,32.2,2008,lublin,floor_1,63359194,secondary,315000,9783,2022-08-01T16:35:23+02:00,2022-08-16T14:43:00+02:00,1,block,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-bardzo-dobrej-lokalizacji-ID4hQCu.html
102,,,,,,,,,,,,,
103,62,1985,lublin,floor_3,63345844,secondary,463000,7468,2022-07-28T07:45:06+02:00,2022-08-16T14:25:34+02:00,3,block,https://www.otodom.pl/pl/oferta/czechow-62-mkw-3-pokoje-dobry-stan-ID4hN9a.html
104,,,,,,,,,,,,,
105,,,,,,,,,,,,,
106,68.16,2022,lublin,floor_4,63400180,secondary,789000,11576,2022-08-13T12:23:54+02:00,2022-08-16T13:42:06+02:00,3,apartment,https://www.otodom.pl/pl/oferta/3-pokoje-wieniawa-taras-bez-pcc-ID4i1hy.html
107,,,,,,,,,,,,,
108,,,,,,,,,,,,,
109,100,1930,lublin,floor_1,63357520,secondary,400000,4000,2022-08-01T12:01:06+02:00,2022-08-16T12:04:28+02:00,5,tenement,https://www.otodom.pl/pl/oferta/mieszkanie-2-poziomowe-lub-2-mieszkania-ID4hQbu.html
110,,,,,,,,,,,,,
111,68,2008,lublin,ground_floor,63291279,secondary,650000,9559,2022-07-12T10:14:41+02:00,2022-08-16T11:56:00+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-boleslawa-prusa-ID4hyX5.html
112,179.28,2022,lublin,ground_floor,63221545,primary,1326672,7400,2022-06-22T12:55:22+02:00,2022-08-16T11:55:59+02:00,7,block,https://www.otodom.pl/pl/oferta/segmentzaciszna-okolicaczechow-ID4hgOl.html
113,40.5,2022,lublin,ground_floor,63144238,primary,385000,9506,2022-05-31T10:53:47+02:00,2022-08-16T11:55:58+02:00,2,apartment,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-ogrodkiem-ok-60-m-orkana-ID4gVHs.html
114,38.48,2022,lublin,floor_1,63335059,secondary,423280,11000,2022-07-25T13:41:25+02:00,2022-08-16T11:56:01+02:00,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKld.html
115,27.46,2022,lublin,floor_5,63277303,primary,328000,11945,2022-07-07T19:35:33+02:00,2022-08-16T11:56:00+02:00,1,block,https://www.otodom.pl/pl/oferta/kawalerkaeko-parkpiekna-brak-pcc-ID4hwjF.html
116,38,2008,lublin,ground_floor,63307911,secondary,350000,9211,2022-07-16T10:02:34+02:00,2022-08-16T11:46:56+02:00,2,block,https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-duzy-balkon-sloneczny-dom-ID4hDhl.html
117,47.7,1993,lublin,floor_1,62912902,secondary,382000,8008,2022-03-24T12:52:19+01:00,2022-08-16T11:55:53+02:00,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-47-70-m-lublin-ID4fYve.html
118,35.1,1970,lublin,floor_4,63404258,secondary,329000,9373,2022-08-16T11:37:36+02:00,2022-08-16T11:38:46+02:00,2,block,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-ul-przyjazni-ID4i2lk.html
119,38.6,1986,lublin,ground_floor,62891530,secondary,339000,8782,2022-03-18T11:51:45+01:00,2022-08-16T11:55:53+02:00,1,block,https://www.otodom.pl/pl/oferta/kawalerka-studio-wyzynna-ID4fSXv.html
120,,,,,,,,,,,,,
121,,,,,,,,,,,,,
122,38.48,2022,lublin,floor_3,63335181,secondary,378280,9831,2022-07-25T14:05:35+02:00,2022-08-16T11:56:05+02:00,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKnb.html
123,35.29,2022,lublin,floor_3,63335182,secondary,388190,11000,2022-07-25T14:05:36+02:00,2022-08-16T11:56:05+02:00,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKnc.html
124,47,1996,lublin,floor_1,63035334,secondary,380000,8085,2022-04-29T16:12:23+02:00,2022-08-16T11:02:32+02:00,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-na-zamknietym-osiedlu-zielen-ID4gumV.html
125,65.4,1998,lublin,floor_3,63107805,secondary,559000,8547,2022-05-20T14:40:55+02:00,2022-08-16T11:02:42+02:00,3,block,https://www.otodom.pl/pl/oferta/duze-mieszkanie-blisko-olimpu-zielen-balkon-ID4gNdP.html
126,82,1997,lublin,floor_3,62895596,secondary,535000,6524,2022-03-19T13:00:45+01:00,2022-08-16T14:15:48+02:00,4,block,https://www.otodom.pl/pl/oferta/duze-mieszkanie-z-podziemnym-garazem-na-czubach-ID4fU16.html
127,36.08,2022,lublin,floor_6,63311402,primary,360800,10000,2022-07-18T08:51:02+02:00,2022-08-17T17:42:39+02:00,2,block,https://www.otodom.pl/pl/oferta/apartament-2-pokoje-stan-deweloperski-naleczowska-ID4hEbE.html
128,77.14,2012,lublin,ground_floor,63251415,secondary,599000,7765,2022-06-30T15:18:41+02:00,2022-08-14T15:20:28+02:00,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-77m2-3-pokoje-jadalnia-meble-agd-ID4hoA7.html
129,51.04,2011,lublin,floor_1,63213186,secondary,455000,8915,2022-06-20T15:05:10+02:00,2022-08-16T11:13:37+02:00,2,block,https://www.otodom.pl/pl/oferta/51m2-plus-taras-podziemny-garaz-i-winda-ID4heDv.html
130,,,,,,,,,,,,,
131,68,1976,lublin,floor_7,63111656,secondary,389000,5721,2022-05-22T08:22:28+02:00,2022-08-10T05:41:37+02:00,4,block,https://www.otodom.pl/pl/oferta/4-sloneczne-pokoje-w-super-lokalizacji-wrotkow-ID4gOdV.html
132,,,,,,,,,,,,,
133,47.2,1976,lublin,floor_8,63052142,secondary,325000,6886,2022-05-06T12:12:06+02:00,2022-08-10T15:42:05+02:00,2,block,https://www.otodom.pl/pl/oferta/niepodleglosci-2-pokoje-47m2-ID4gyK2.html
134,83,2008,lublin,floor_3,62950961,secondary,569000,6855,2022-04-04T16:11:44+02:00,2022-08-04T15:50:59+02:00,4,block,https://www.otodom.pl/pl/oferta/dwupoziomowe-funkcjonalne-mieszkanie-na-slawinku-ID4g8q5.html
135,63.5,2000,lublin,floor_2,63138616,secondary,659000,10378,2022-05-29T21:26:19+02:00,2022-08-17T10:55:42+02:00,3,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-osiedle-wieniawa-ID4gWeM.html
136,57.53,2015,lublin,floor_4,62849160,secondary,575000,9995,2022-03-07T13:05:13+01:00,2022-08-04T16:15:36+02:00,3,block,https://www.otodom.pl/pl/oferta/czuby-ul-koralowa-3-pokoje-ID4fHV8.html
137,38,1978,lublin,ground_floor,63117122,secondary,319000,8395,2022-05-23T19:45:09+02:00,2022-08-17T11:52:47+02:00,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-38-m-lublin-ID4gPE6.html
138,77.05,2022,lublin,floor_1,62798939,primary,589432,7650,2022-02-21T18:00:44+01:00,2022-08-09T10:04:23+02:00,4,block,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-z-ogrodem-i-3-miejscami-park-ID4fuS7.html
139,101,2010,lublin,floor_1,63162238,secondary,895000,8861,2022-06-04T15:31:23+02:00,2022-08-08T17:52:44+02:00,4,house,https://www.otodom.pl/pl/oferta/komfortowe-4-pokoje-101m2-jeden-poziom-miejsca-g-ID4h1nM.html
140,82.2,1994,lublin,ground_floor,62631004,secondary,655000,7968,2022-01-05T11:35:58+01:00,2022-08-13T09:00:55+02:00,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pok-konstantynow-ul-ulanow-ID4eNbu.html
141,25.78,2022,lublin,floor_1,63127376,primary,299000,11598,2022-05-26T10:15:13+02:00,2022-08-16T19:03:18+02:00,1,block,https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-centrum-lublina-ID4gSju.html
142,41.18,2021,lublin,floor_3,62711007,secondary,438000,10636,2022-01-28T18:02:02+01:00,2022-08-14T11:52:15+02:00,2,block,https://www.otodom.pl/pl/oferta/piekne-nowe-mieszkanie-2-pokoje-kwarcowa-weglinek-ID4f7ZR.html
