,m,build_year,location,floor,id,market,price,price_per_m2,date_created,date_lastmod,rooms,builttype,url
315,46.94,2023,lublin,floor_3,62704916,primary,347356,7400,2022-01-27 10:52:59,2022-07-31 19:01:24,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-48-ID4f6pC.html
316,50.94,1960,lublin,floor_2,62729734,secondary,439000,8618,2022-02-03 10:22:14,2022-08-05 13:42:35,3,block,https://www.otodom.pl/pl/oferta/bronowice-sowia-51m2-3-pokoje-po-remoncie-ID4fcRU.html
317,73.4,1993,lublin,floor_2,63313134,secondary,550000,7493,2022-07-18 14:06:25,2022-08-03 09:43:18,5,block,https://www.otodom.pl/pl/oferta/5-pokoi-z-garazem-po-remoncie-gen-duzy-balkon-ID4hEDA.html
318,54.7,1967,lublin,floor_1,63078102,secondary,489000,8940,2022-05-13 10:40:57,2022-08-05 13:42:50,3,block,https://www.otodom.pl/pl/oferta/lsm-skierki-3-pokoje-1-pietro-po-remoncie-ID4gFuK.html
319,47.95,1979,lublin,floor_6,63211427,secondary,425000,8863,2022-06-20 10:55:56,2022-07-22 13:11:16,3,block,https://www.otodom.pl/pl/oferta/inwestycyjne-trzy-pokojelwowskablisko-um-ID4heb9.html
320,61.1,1980,lublin,floor_4,63214344,secondary,475000,7774,2022-06-20 18:45:10,2022-07-28 11:35:31,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-blisko-ul-filaretow-zana-ID4heVc.html
321,53.54,2022,lublin,floor_2,61670092,primary,433674,8100,2021-03-26 11:21:08,2022-07-20 10:48:09,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-53m2-weglinek-2022r-ID4aLcU.html
322,120,2002,lublin,floor_3,62450840,secondary,755880,6299,2021-11-02 19:11:14,2022-07-28 21:13:59,4,block,https://www.otodom.pl/pl/oferta/dwupoziomowe-sloneczne-mieszkanie-106-120m-czuby-ID4e2jC.html
323,54,1979,lublin,floor_8,62988067,secondary,449000,8315,2022-04-14 18:35:14,2022-07-22 12:16:21,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-54-m2-lsm-ID4gi4z.html
324,50.95,1950,lublin,floor_2,63167851,secondary,429000,8420,2022-06-06 16:32:21,2022-08-05 17:01:06,2,tenement,https://www.otodom.pl/pl/oferta/2-pokoje-przy-uniwersytecie-medycznym-2-pietro-ID4h2Qj.html
325,,,,,,,,,,,,,
326,,,,,,,,,,,,,
327,35.2,2022,lublin,ground_floor,63365012,primary,420000,11932,2022-08-03 09:13:31,2022-08-03 09:15:57,2,block,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-felinie-35-m2-ID4hS8k.html
328,35.5,2000,lublin,ground_floor,63204643,secondary,339000,9549,2022-06-17 13:08:24,2022-08-08 14:12:00,1,block,https://www.otodom.pl/pl/oferta/duza-kawalerka-przy-ul-altanowej-35-m2-ID4hcpJ.html
329,57.86,2008,lublin,floor_2,63219493,secondary,515000,8901,2022-06-21 22:45:16,2022-08-08 14:12:20,3,block,https://www.otodom.pl/pl/oferta/lublin-ul-agatowa-3-pokoje-na-ii-pietrze-ID4hghf.html
330,53,2022,lublin,floor_3,63320040,primary,395000,7453,2022-07-20 07:32:31,2022-08-07 17:18:50,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkania-3-pokoje-53m-weglinek-ID4hGqY.html
331,53.23,1961,lublin,ground_floor,63315514,secondary,450000,8454,2022-07-19 06:52:42,2022-08-03 07:00:13,2,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lublin-ul-wschodnia-ID4hFfY.html
332,56.82,1975,lublin,ground_floor,63312977,secondary,405000,7128,2022-07-18 13:44:22,2022-08-08 15:55:16,3,block,https://www.otodom.pl/pl/oferta/nadbystrzycka-parter-56-82-mkw-3-pokoje-ID4hEB3.html
333,50,1979,lublin,ground_floor,63319827,secondary,520000,10400,2022-07-19 23:37:49,2022-08-06 23:40:41,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-lublin-sowinskiego-3-pokoje-ID4hGnx.html
334,,,,,,,,,,,,,
335,75.6,2004,lublin,floor_4,63308030,secondary,759000,10040,2022-07-16 11:41:11,2022-08-02 19:32:38,3,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-75-6m2-wrotkow-ID4hDjg.html
336,75,2002,lublin,floor_3,63364027,secondary,600000,8000,2022-08-02 19:31:15,2022-08-02 19:35:22,4,block,https://www.otodom.pl/pl/oferta/przestronne-dwupoziomowe-mieszkanie-czuby-lublin-ID4hRSr.html
337,77.14,2012,lublin,ground_floor,63251415,secondary,599000,7765,2022-06-30 15:18:41,2022-08-03 09:54:47,3,block,https://www.otodom.pl/pl/oferta/lublin-relaksowa-77m2-umeblowane-agd-garaz-ID4hoA7.html
338,40,2016,lublin,floor_1,63314610,secondary,455000,11375,2022-07-18 19:03:54,2022-08-02 19:07:48,2,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-40m2-na-ul-jantarowej-ID4hF1o.html
339,60.4,1997,lublin,floor_2,63135335,secondary,487000,8063,2022-05-28 00:12:43,2022-08-02 17:20:17,3,block,https://www.otodom.pl/pl/oferta/zielona-cicha-okolica-kalinowszczyzna-60-4-mkw-ID4gUnR.html
340,,,,,,,,,,,,,
341,,,,,,,,,,,,,
342,56.9,1977,lublin,floor_1,63313950,secondary,430000,7557,2022-07-18 16:20:15,2022-08-02 16:34:51,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-pierwsze-pietro-swietna-lokalizacja-ID4hEQK.html
343,,,,,,,,,,,,,
344,,,,,,,,,,,,,
345,45,1974,lublin,floor_4,63307967,secondary,435000,9667,2022-07-16 10:55:09,2022-08-02 15:40:29,3,block,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-lsm-do-wejscia-ID4hDif.html
346,26.5,1981,lublin,floor_10,63338696,secondary,239000,9019,2022-07-26 12:21:37,2022-08-02 16:12:13,1,block,https://www.otodom.pl/pl/oferta/kawalerka-na-czechowie-ul-sliwinskiego-ID4hLhS.html
347,56.91,2010,lublin,floor_2,63013311,secondary,549000,9647,2022-04-23 19:10:27,2022-08-02 15:25:22,2,block,https://www.otodom.pl/pl/oferta/ponikwoda-strzembosza-2010-winda-57m-ID4goDJ.html
348,42.6,2021,lublin,floor_4,63317935,secondary,399999,9390,2022-07-19 15:01:02,2022-08-06 15:12:27,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-osiedle-lotnikow-felin-ID4hFT1.html
349,98.83,2022,lublin,ground_floor,61415192,primary,681927,6900,2021-01-21 12:10:22,2022-08-02 15:05:10,5,block,https://www.otodom.pl/pl/oferta/diamentowe-wzgorze-ul-wolinskiego-blok-h-m45-ID49GTC.html
350,54.1,1998,lublin,ground_floor,63362650,secondary,449000,8299,2022-08-02 14:39:04,2022-08-07 15:23:06,2,block,https://www.otodom.pl/pl/oferta/slawinek-2-pokoje-blisko-miasteczka-akademickiego-ID4hRve.html
351,,,,,,,,,,,,,
352,25.78,2022,lublin,floor_1,63127376,primary,299000,11598,2022-05-26 10:15:13,2022-08-02 13:55:24,1,block,https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-centrum-lublina-ID4gSju.html
353,27,1980,lublin,floor_higher_10,63314515,secondary,298000,11037,2022-07-18 18:34:17,2022-08-02 18:36:20,1,block,https://www.otodom.pl/pl/oferta/czechow-kawalerka-z-wydzielona-sypialnia-ID4hEZR.html
354,60,2008,lublin,floor_3,63317464,secondary,690000,11500,2022-07-19 13:59:00,2022-08-06 10:18:33,3,block,https://www.otodom.pl/pl/oferta/bardzo-ladne-z-wyposazeniem-wolne-od-zaraz-ID4hFLq.html
355,47,1978,lublin,floor_1,63361013,secondary,435000,9255,2022-08-02 10:43:57,2022-08-08 13:13:01,3,block,https://www.otodom.pl/pl/oferta/perelka-na-niepodleglosci-ID4hR5P.html
356,28.85,2022,lublin,floor_1,62840818,primary,326005,11300,2022-03-04 11:09:07,2022-08-02 12:00:59,1,apartment,https://www.otodom.pl/pl/oferta/apartamenty-sowinskiego-lublin-apartament-m08-ID4fFLA.html
357,65.93,2023,lublin,floor_1,62704947,primary,468103,7100,2022-01-27 10:58:04,2022-08-02 11:57:08,3,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-69-ID4f6q7.html
358,,,,,,,,,,,,,
359,,,,,,,,,,,,,
360,36.62,2023,lublin,floor_1,62704946,primary,281974,7700,2022-01-27 10:57:45,2022-08-02 11:57:37,1,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-68-ID4f6q6.html
361,,,,,,,,,,,,,
362,46.94,2023,lublin,floor_2,62704967,primary,347356,7400,2022-01-27 11:01:18,2022-08-02 11:57:37,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-79-ID4f6qr.html
363,,,,,,,,,,,,,
364,,,,,,,,,,,,,
365,46.94,2023,lublin,floor_3,62704916,primary,347356,7400,2022-01-27 10:52:59,2022-07-31 19:01:24,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-48-ID4f6pC.html
366,57.53,2015,lublin,floor_4,62849160,secondary,575000,9995,2022-03-07 13:05:13,2022-08-04 16:15:36,3,block,https://www.otodom.pl/pl/oferta/czuby-ul-koralowa-3-pokoje-ID4fHV8.html
367,57.6,2005,lublin,ground_floor,63308233,secondary,499000,8663,2022-07-16 13:23:26,2022-08-05 11:24:18,3,block,https://www.otodom.pl/pl/oferta/orkana-z-2007-roku-3-pokoje-do-wejscia-ID4hDmx.html
368,85,2001,lublin,floor_3,63311775,secondary,655000,7706,2022-07-18 10:33:30,2022-08-05 10:37:33,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-lublin-ul-zolnierska-85m-ID4hEhF.html
369,,,,,,,,,,,,,
370,57.5,1920,lublin,floor_2,63344737,secondary,319000,5548,2022-07-27 17:05:26,2022-08-02 10:53:20,3,tenement,https://www.otodom.pl/pl/oferta/srodmiescie-ul-gorna-3-pokoje-stan-developerski-ID4hMRj.html
371,49.03,1980,lublin,floor_2,63351493,secondary,389000,7934,2022-07-29 14:43:00,2022-08-03 10:52:51,3,block,https://www.otodom.pl/pl/oferta/wrotkow-3-pokoje-do-wejscia-ID4hOCh.html
372,39,1976,lublin,floor_7,62957448,secondary,339000,8692,2022-04-06 10:32:56,2022-08-04 11:30:23,2,block,https://www.otodom.pl/pl/oferta/kalinowszczyzna-2-pokoje-do-wejscia-ID4ga6I.html
373,51.04,2011,lublin,floor_1,63213186,secondary,455000,8915,2022-06-20 15:05:10,2022-07-26 12:31:31,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-taras-z-widokiem-na-zielen-mce-postoj-ID4heDv.html
374,101,2010,lublin,floor_1,63162238,secondary,895000,8861,2022-06-04 15:31:23,2022-08-08 17:52:44,4,house,https://www.otodom.pl/pl/oferta/komfortowe-4-pokoje-101m2-jeden-poziom-miejsca-g-ID4h1nM.html
375,46.47,1977,lublin,floor_1,63102883,secondary,325000,6994,2022-05-19 13:22:59,2022-08-01 16:09:16,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-do-wejscia-pierwsze-pietro-ID4gLVr.html
376,46.47,1977,lublin,floor_1,63102883,secondary,325000,6994,2022-05-19 13:22:59,2022-08-01 16:09:16,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-do-wejscia-pierwsze-pietro-ID4gLVr.html
377,63.5,2000,lublin,floor_2,63138616,secondary,659000,10378,2022-05-29 21:26:19,2022-08-02 10:55:42,3,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-osiedle-wieniawa-ID4gWeM.html
378,,,,,,,,,,,,,
379,68,1976,lublin,floor_7,63111656,secondary,389000,5721,2022-05-22 08:22:28,2022-07-26 05:41:39,4,block,https://www.otodom.pl/pl/oferta/4-sloneczne-pokoje-w-super-lokalizacji-wrotkow-ID4gOdV.html
380,88.84,2003,lublin,floor_1,63163267,secondary,899000,10119,2022-06-04 22:53:13,2022-08-03 23:15:32,4,ribbon,https://www.otodom.pl/pl/oferta/segment-bezczynszowe-garaz-ogrodek-ID4h1En.html
381,83,2008,lublin,floor_3,62950961,secondary,569000,6855,2022-04-04 16:11:44,2022-08-04 15:50:59,4,block,https://www.otodom.pl/pl/oferta/dwupoziomowe-funkcjonalne-mieszkanie-na-slawinku-ID4g8q5.html
382,32,1975,lublin,floor_3,62982085,secondary,279000,8719,2022-04-13 12:22:49,2022-08-08 14:35:27,2,block,https://www.otodom.pl/pl/oferta/32m2-2-pokoje-balkon-lsm-os-konopnickiej-ID4ggv5.html
383,50,2017,lublin,floor_1,62971798,secondary,500000,10000,2022-04-10 14:50:06,2022-07-28 15:44:24,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-50-m-2-pokoje-ul-krysztalowa-ID4gdQa.html
384,59.03,1960,lublin,floor_2,62825554,secondary,499000,8453,2022-02-28 21:01:44,2022-08-04 15:50:58,2,tenement,https://www.otodom.pl/pl/oferta/2-duze-pokoje-na-ul-lipowej-ID4fBNo.html
385,64,1981,lublin,floor_2,62566818,secondary,486000,7594,2021-12-08 21:10:09,2022-07-19 13:19:24,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-64m2-po-remoncie-czechow-2-pietro-ID4evue.html
386,80.39,2001,lublin,floor_2,63165696,secondary,685000,8521,2022-06-06 11:52:12,2022-08-06 14:39:54,4,block,https://www.otodom.pl/pl/oferta/rozklad-4-pokoje-drugie-pietro-garaz-ID4h2hy.html
387,69.99,2021,lublin,floor_2,62161307,primary,525000,7501,2021-08-11 11:34:36,2022-07-27 19:00:38,4,block,https://www.otodom.pl/pl/oferta/osiedle-nowy-standard-komfortowe-mieszkanie-b7-13-ID4cOZJ.html
388,69.99,2021,lublin,floor_1,62161158,primary,525000,7501,2021-08-11 11:06:21,2022-07-25 19:01:07,4,block,https://www.otodom.pl/pl/oferta/osiedle-nowy-standard-wygodne-mieszkanie-b7-7-ID4cOXk.html
389,,,,,,,,,,,,,
390,76.06,2023,lublin,floor_2,61442222,primary,501996,6600,2021-01-28 09:41:55,2022-07-22 14:30:18,3,block,https://www.otodom.pl/pl/oferta/diamentowe-tarasy-ul-wolinskiego-budynek-b-m54-ID49NWA.html
391,38,1968,lublin,floor_1,63223661,secondary,345000,9079,2022-06-22 18:14:21,2022-08-01 13:15:16,2,block,https://www.otodom.pl/pl/oferta/lsm-2-pokoje-balkon-1-pietro-blisko-uczelnie-ID4hhmt.html
392,69.99,2021,lublin,floor_1,62161186,primary,525000,7501,2021-08-11 11:12:35,2022-07-26 19:00:55,4,block,https://www.otodom.pl/pl/oferta/osiedle-nowy-standard-komfortowe-mieszkanie-b7-8-ID4cOXM.html
393,82.2,1994,lublin,ground_floor,62631004,secondary,645000,7847,2022-01-05 11:35:58,2022-08-04 20:52:10,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pok-konstantynow-ul-ulanow-ID4eNbu.html
394,35.3,1989,lublin,floor_3,62695514,secondary,360000,10198,2022-01-24 20:42:28,2022-07-30 22:00:08,1,block,https://www.otodom.pl/pl/oferta/kawalerka-35-3m2-na-czubach-blisko-uczelni-ID4f3XY.html
395,,,,,,,,,,,,,
396,38,1978,lublin,ground_floor,63117122,secondary,319000,8395,2022-05-23 19:45:09,2022-08-05 22:11:43,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-38-m-lublin-ID4gPE6.html
397,,,,,,,,,,,,,
398,36.08,2022,lublin,floor_6,63311402,primary,342760,9500,2022-07-18 08:51:02,2022-08-02 08:51:43,2,block,https://www.otodom.pl/pl/oferta/apartament-2-pokoje-stan-deweloperski-naleczowska-ID4hEbE.html
399,,,,,,,,,,,,,
400,76.5,1994,lublin,floor_2,63360424,secondary,569000,7438,2022-08-01 23:49:59,2022-08-02 00:33:09,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-lublin-czuby-ID4hQVk.html
401,67,2016,lublin,floor_2,63360041,secondary,505000,7537,2022-08-01 20:52:43,2022-08-06 10:32:59,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-bez-posrednikow-67m-ID4hQQ9.html
402,,,,,,,,,,,,,
403,46.94,2023,lublin,floor_3,62704916,primary,347356,7400,2022-01-27 10:52:59,2022-07-31 19:01:24,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-48-ID4f6pC.html
404,32.2,2008,lublin,floor_1,63359194,secondary,315000,9783,2022-08-01 16:35:23,2022-08-08 12:59:02,1,block,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-bardzo-dobrej-lokalizacji-ID4hQCu.html
405,49.6,2012,lublin,floor_7,62980568,secondary,371000,7480,2022-04-12 21:31:12,2022-08-01 16:39:05,2,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszk-50m2-razem-z-miejscem-parkingowym-ID4gg7C.html
406,,,,,,,,,,,,,
407,45.64,1970,lublin,floor_10,62955413,secondary,309000,6770,2022-04-05 16:33:42,2022-08-03 17:32:11,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-blisko-centrum-miasta-ID4g9zT.html
408,52,1970,lublin,floor_4,62944656,secondary,419000,8058,2022-04-02 09:36:48,2022-08-01 15:47:36,2,tenement,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-blisko-umcs-kul-up-ID4g6Mo.html
409,,,,,,,,,,,,,
410,49.92,2024,lublin,floor_2,63154828,primary,569000,11398,2022-06-02 14:17:32,2022-08-07 19:01:11,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-prusa-twins-m7-ID4gZsg.html
411,,,,,,,,,,,,,
412,33,1978,lublin,floor_10,63193829,secondary,309000,9364,2022-06-13 15:52:11,2022-08-01 13:13:07,1,block,https://www.otodom.pl/pl/oferta/1-pokojowe-po-remoncie-winda-wrotkow-ID4h9Bj.html
413,70.33,1993,lublin,floor_1,63308361,secondary,470000,6683,2022-07-16 14:55:01,2022-08-01 13:09:39,3,block,https://www.otodom.pl/pl/oferta/3-jasne-pokoje-super-uklad-do-dowolnej-aranzacji-ID4hDoB.html
414,,,,,,,,,,,,,
415,27.46,2022,lublin,floor_5,63303032,secondary,346000,12600,2022-07-14 19:55:20,2022-08-01 16:09:20,1,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-kawalerka-ul-kwarcowa-lublin-ID4hC0E.html
416,100,1930,lublin,floor_1,63357520,secondary,400000,4000,2022-08-01 12:01:06,2022-08-04 18:33:10,5,tenement,https://www.otodom.pl/pl/oferta/mieszkanie-2-poziomowe-lub-2-mieszkania-ID4hQbu.html
417,26,1921,lublin,floor_1,63311583,secondary,139000,5346,2022-07-18 09:56:12,2022-08-07 18:55:49,1,tenement,https://www.otodom.pl/pl/oferta/1-pokojowe-1-pietro-balkon-udzialy-ID4hEez.html
418,47.1,1981,lublin,floor_3,63304220,secondary,375000,7962,2022-07-15 10:55:36,2022-08-07 18:55:48,2,block,https://www.otodom.pl/pl/oferta/2-pokojowe-blisko-um-balkon-winda-ID4hCjO.html
419,,,,,,,,,,,,,
420,,,,,,,,,,,,,
421,,,,,,,,,,,,,
422,56,1970,lublin,floor_4,63309736,secondary,510000,9107,2022-07-17 11:03:28,2022-08-01 11:06:32,3,block,https://www.otodom.pl/pl/oferta/lsm-os-piastowskie-56m2-3pok-super-inwestycja-ID4hDKM.html
423,44.02,2022,lublin,floor_2,63356405,primary,303738,6900,2022-08-01 10:01:07,2022-08-08 10:36:41,2,apartment,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-wsch-zach-2p-3-bez-prowizj-ID4hPTw.html
424,,,,,,,,,,,,,
425,72,1995,lublin,floor_1,60679109,secondary,459000,6375,2020-07-02 20:45:44,2022-08-01 09:36:38,4,block,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-wrotkowie-72m2-4pokoje-ID46Bpj.html
426,47.48,1975,lublin,floor_4,62967909,secondary,399900,8422,2022-04-08 16:00:55,2022-08-06 17:01:00,3,block,https://www.otodom.pl/pl/oferta/sloneczne-3-pokojowe-mieszkanie-wokol-zielen-ID4gcPr.html
427,62.8,1989,lublin,floor_7,62864257,secondary,485000,7723,2022-03-10 20:25:20,2022-08-07 21:30:22,3,block,https://www.otodom.pl/pl/oferta/3-pokojoweul-herbowa-4-min-od-leclerca-ID4fLRD.html
428,174,1980,lublin,floor_1,62870822,secondary,489000,2810,2022-03-12 23:18:21,2022-08-07 19:19:53,3,house,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-bezczynszowe-ogrodek-i-garaz-ID4fNzv.html
429,,,,,,,,,,,,,
430,88,1994,lublin,floor_4,63113658,secondary,703000,7989,2022-05-23 10:17:26,2022-08-08 10:10:44,5,block,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-swietnej-lokalizacji-ID4gOKe.html
431,,,,,,,,,,,,,
432,,,,,,,,,,,,,
433,33.2,2010,lublin,ground_floor,62844215,secondary,339000,10211,2022-03-04 23:35:10,2022-08-03 14:05:17,1,block,https://www.otodom.pl/pl/oferta/jaspisowa-4-duzy-balkon-niski-czynsz-ID4fGEn.html
434,,,,,,,,,,,,,
435,61.5,1991,lublin,floor_2,63070742,secondary,469000,7626,2022-05-11 14:50:59,2022-08-03 10:01:47,3,block,https://www.otodom.pl/pl/oferta/lublin-wrotkow-ul-medalionow-3-pokoje-ID4gDA2.html
436,20.52,2023,lublin,floor_3,63102786,primary,259917,12667,2022-05-19 13:12:25,2022-08-05 19:01:05,1,apartment,https://www.otodom.pl/pl/oferta/zeus-apartments-mini-apartament-75-pod-klucz-ID4gLUS.html
437,52.3,1900,lublin,floor_2,63088038,secondary,370000,7075,2022-05-16 15:02:38,2022-08-01 16:09:16,2,tenement,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-kamienicy-srodmiescie-ID4gI50.html
438,46.94,2023,lublin,floor_3,62704916,primary,347356,7400,2022-01-27 10:52:59,2022-07-31 19:01:24,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-48-ID4f6pC.html
439,47.5,1980,lublin,floor_1,63355542,secondary,435000,9158,2022-07-31 20:31:57,2022-08-01 09:46:36,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokojowe-mieszkanie-na-1-pietrze-ID4hPFA.html
440,,,,,,,,,,,,,
441,72,1998,lublin,floor_2,63310148,secondary,669000,9292,2022-07-17 15:21:06,2022-08-07 15:33:32,3,block,https://www.otodom.pl/pl/oferta/blisko-miasteczka-akademickiego-osiedle-ogrodzone-ID4hDRq.html
442,57,1976,lublin,floor_10,63283918,secondary,429000,7526,2022-07-09 22:15:04,2022-07-31 18:44:26,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-czechow-blisko-um-ID4hx2m.html
443,63.2,1981,lublin,floor_2,63310776,secondary,486000,7690,2022-07-17 19:44:14,2022-08-07 15:33:31,3,block,https://www.otodom.pl/pl/oferta/trzypokojowe-z-winda-na-czechowie-po-remoncie-ID4hE1y.html
444,81.37,1998,lublin,floor_3,63332849,secondary,535000,6575,2022-07-24 20:50:11,2022-08-07 15:30:17,4,block,https://www.otodom.pl/pl/oferta/czuby-poreba-4-pokoje-garderoba-garaz-ID4hJLz.html
445,55.79,2017,lublin,floor_3,63308556,secondary,619000,11095,2022-07-16 17:10:18,2022-07-31 17:13:52,3,block,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-3-pokoje-klimatyzacja-zabudowa-ID4hDrK.html
446,49,1976,lublin,floor_3,63351057,secondary,385000,7857,2022-07-29 13:42:48,2022-07-31 16:26:38,3,block,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-blisko-centrum-ID4hOwf.html
447,,,,,,,,,,,,,
448,70,1993,lublin,ground_floor,63353318,secondary,539000,7700,2022-07-30 09:55:12,2022-08-02 11:55:41,3,block,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-wysoki-parter-czuby-ID4hP5I.html
449,43,2008,lublin,floor_1,63354692,secondary,380000,8837,2022-07-31 12:34:51,2022-08-05 12:07:20,2,block,https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-43m2-ul-wapowskiego-ID4hPrS.html
450,55.65,2023,lublin,floor_3,62451976,primary,450765,8100,2021-11-03 09:50:51,2022-07-31 12:00:14,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-z-mozliwoscia-wyodrebnienia-kuchni-ID4e2BV.html
451,,,,,,,,,,,,,
452,,,,,,,,,,,,,
453,,,,,,,,,,,,,
454,,,,,,,,,,,,,
455,43.41,2022,lublin,ground_floor,63158118,primary,360303,8300,2022-06-03 11:41:07,2022-08-02 12:01:08,2,block,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-43m2-ogrodek-weglinek-2022r-ID4h0jk.html
456,53.8,1988,lublin,floor_3,62955808,secondary,460000,8550,2022-04-05 18:04:13,2022-08-01 11:01:18,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-na-daszynskiego-53-8m2-oferta-prywatna-ID4g9Gg.html
457,48.1,1989,lublin,ground_floor,63011594,secondary,415000,8628,2022-04-22 18:51:22,2022-07-21 19:45:53,3,block,https://www.otodom.pl/pl/oferta/wysoki-parter-3-pokoje-48m2-czuby-ID4goc2.html
458,,,,,,,,,,,,,
459,68.7,2008,lublin,floor_3,63056652,secondary,585000,8515,2022-05-07 22:28:55,2022-08-06 10:37:30,3,block,https://www.otodom.pl/pl/oferta/83m-2-poziomowe-19m-taras-6m-balkon-16m-garaz-ID4gzUM.html
460,,,,,,,,,,,,,
461,35.1,1968,lublin,floor_4,63160508,secondary,329000,9373,2022-06-03 18:45:13,2022-08-05 22:11:43,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-blisko-srodmiescia-po-remoncie-ID4h0WS.html
462,57.9,1975,lublin,floor_4,62665700,secondary,380000,6563,2022-01-16 13:32:23,2022-08-06 15:00:38,3,block,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-58m2-kalinowszczyzna-ID4eVd6.html
463,,,,,,,,,,,,,
464,113.08,2022,lublin,floor_higher_10,63252880,primary,1300000,11496,2022-06-30 22:35:13,2022-08-03 14:19:02,5,apartment,https://www.otodom.pl/pl/oferta/apartament-o-pow-113-08-m2-ul-polnocna-dwie-wieze-ID4hoXK.html
465,,,,,,,,,,,,,
466,,,,,,,,,,,,,
467,46.9,1965,lublin,floor_1,63354122,secondary,410000,8742,2022-07-30 19:15:52,2022-08-07 14:56:13,2,block,https://www.otodom.pl/pl/oferta/optymalny-metraz-osiedle-zamkniete-centrum-ID4hPiG.html
468,46.9,1965,lublin,floor_1,63354122,secondary,410000,8742,2022-07-30 19:15:52,2022-08-07 14:56:13,2,block,https://www.otodom.pl/pl/oferta/optymalny-metraz-osiedle-zamkniete-centrum-ID4hPiG.html
469,49.6,1961,lublin,floor_1,63354091,secondary,420000,8468,2022-07-30 18:48:44,2022-08-07 15:23:59,2,tenement,https://www.otodom.pl/pl/oferta/dwupokojowe-wygodne-mieszkanie-w-centrum-miasta-ID4hPib.html
470,60.78,1990,lublin,ground_floor,63354075,secondary,525000,8638,2022-07-30 18:39:36,2022-08-07 15:24:15,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-na-czubach-ID4hPhW.html
471,48.2,1981,lublin,floor_5,63305538,secondary,400000,8299,2022-07-15 14:15:26,2022-07-30 14:36:40,3,block,https://www.otodom.pl/pl/oferta/bliski-czechow-paganiniego-9-ID4hCF4.html
