,m,build_year,location,floor,id,market,price,price_per_m2,date_created,date_lastmod,rooms,builttype,url
155,24.91,1988,lublin,ground_floor,63222281,secondary,240000,9635,2022-06-22 14:25:57,2022-08-05 22:11:43,1,block,https://www.otodom.pl/pl/oferta/kawalerka-okrzei-do-wejscia-ID4hh0d.html
156,56,1960,lublin,floor_2,63177405,secondary,349000,6232,2022-06-08 16:21:32,2022-08-07 16:46:28,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-56-m-lublin-ID4h5kp.html
157,76.16,2022,lublin,ground_floor,63124869,primary,519000,6815,2022-05-25 15:16:36,2022-08-08 16:17:35,4,ribbon,https://www.otodom.pl/pl/oferta/przedsprzedaz-segmenty-przy-sierpinskiego-76mkw-ID4gRF3.html
158,37.9,1978,lublin,ground_floor,63109209,secondary,319000,8417,2022-05-20 18:52:52,2022-07-25 14:43:30,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-parter-rozklad-inwestycja-ID4gNAt.html
159,78.26,2019,lublin,floor_3,63132813,secondary,987484,12618,2022-05-27 13:41:13,2022-08-05 13:42:51,4,block,https://www.otodom.pl/pl/oferta/krysztalowa-m5-garderoba-klima-taras-53m2-ID4gTJb.html
160,,,,,,,,,,,,,
161,60.1,1980,lublin,floor_5,63030386,secondary,460000,7654,2022-04-28 15:31:38,2022-07-27 16:16:05,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-60m2-czechow-blisko-uczelnie-ID4gt58.html
162,63.29,2015,lublin,floor_2,63240199,secondary,630000,9954,2022-06-28 09:21:38,2022-08-04 15:51:04,4,block,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-w-wysokim-standardzie-ID4hlFd.html
163,76.2,2023,lublin,floor_7,63167371,primary,1203960,15800,2022-06-06 15:12:42,2022-08-05 15:31:24,3,apartment,https://www.otodom.pl/pl/oferta/apartament-w-centrum-lublina-ID4h2Iz.html
164,93.8,2016,lublin,floor_1,63174600,secondary,889000,9478,2022-06-08 09:10:44,2022-07-26 20:38:38,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-koncertowa-dolina-czechow-ID4h4Ba.html
165,,,,,,,,,,,,,
166,,,,,,,,,,,,,
167,,,,,,,,,,,,,
168,,,,,,,,,,,,,
169,59,1998,lublin,floor_3,63272821,secondary,399500,6771,2022-07-06 19:50:32,2022-08-05 19:51:36,3,block,https://www.otodom.pl/pl/oferta/komfortowe-2-poziomy-osiedle-poreba-ID4hu9n.html
170,49.4,1986,lublin,floor_3,63214769,secondary,434720,8800,2022-06-20 20:56:31,2022-08-05 15:21:40,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-kalinowszczyzna-ul-niepodleglosci-ID4hf33.html
171,,,,,,,,,,,,,
172,36.98,1972,lublin,ground_floor,63170832,secondary,299000,8085,2022-06-07 12:53:25,2022-08-06 13:16:03,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-parter-tatary-ID4h3Co.html
173,72.19,1977,lublin,floor_2,63160515,secondary,675000,9350,2022-06-03 18:47:07,2022-08-06 12:42:13,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-centrum-blisko-miasteczko-akademickie-ID4h0WZ.html
174,,,,,,,,,,,,,
175,142.1,2023,lublin,floor_7,63167370,primary,2259390,15900,2022-06-06 15:12:36,2022-08-05 15:31:20,4,apartment,https://www.otodom.pl/pl/oferta/apartament-w-centrum-lublina-ID4h2Iy.html
176,,,,,,,,,,,,,
177,,,,,,,,,,,,,
178,55.6,1966,lublin,floor_1,63240495,secondary,489000,8795,2022-06-28 10:31:28,2022-08-05 09:37:03,3,block,https://www.otodom.pl/pl/oferta/lsm-balladyny-3-pokoje-56m2-1-pietro-klima-ID4hlJZ.html
179,57.04,2023,lublin,ground_floor,63224033,primary,450616,7900,2022-06-22 20:29:15,2022-08-06 20:31:32,3,apartment,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-57m-weglinek-ID4hhst.html
180,50.62,1988,lublin,floor_2,63045723,secondary,330000,6519,2022-05-04 16:10:45,2022-08-03 17:20:11,2,block,https://www.otodom.pl/pl/oferta/okazja-2-pokoje-w-uroczej-lokalizacji-do-remontu-ID4gx4w.html
181,118.5,2008,lublin,floor_1,61237891,secondary,970000,8186,2020-11-27 17:02:54,2022-07-18 19:11:58,5,ribbon,https://www.otodom.pl/pl/oferta/dwupoziomowe-z-ogrodkiem-ponikwoda-ID48VLW.html
182,69.5,2015,lublin,floor_3,63199135,secondary,599000,8619,2022-06-15 10:27:22,2022-07-22 13:11:15,3,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanienowe-budownictwoczuby-ID4haYT.html
183,32.3,1977,lublin,floor_3,63370846,secondary,279700,8659,2022-08-04 10:55:26,2022-08-07 09:30:54,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-wrotkow-balkon-niski-blok-ID4hTEq.html
184,53,2010,lublin,floor_1,62990399,secondary,635000,11981,2022-04-15 13:50:42,2022-08-06 15:19:09,2,apartment,https://www.otodom.pl/pl/oferta/godebskiego-residense-wieniawa-apartament-53m2-ID4giGb.html
185,47.4,2022,lublin,ground_floor,61687476,primary,383940,8100,2021-03-31 13:51:05,2022-07-24 17:45:08,3,block,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-ak-47m2-czuby-2022r-ID4aPJi.html
186,50.91,2020,lublin,ground_floor,63372327,secondary,580000,11393,2022-08-04 15:25:10,2022-08-05 13:43:01,3,block,https://www.otodom.pl/pl/oferta/wrotkow-3-pokoje-51m2-parter-ogrodek-89m2-ID4hU2j.html
187,66,2019,lublin,floor_7,63224136,secondary,726000,11000,2022-06-22 21:21:42,2022-08-06 21:28:55,3,block,https://www.otodom.pl/pl/oferta/lublin-czuby-jantarowa-ID4hhu8.html
188,,,,,,,,,,,,,
189,,,,,,,,,,,,,
190,69.36,2022,lublin,floor_4,61670411,primary,561816,8100,2021-03-26 12:10:57,2022-07-20 10:47:17,4,block,https://www.otodom.pl/pl/oferta/nowe-4-pokoje-ak-69m2-weglinek-2022r-ID4aLi3.html
191,,,,,,,,,,,,,
192,51,1980,lublin,floor_3,63374125,secondary,439000,8608,2022-08-05 09:22:28,2022-08-07 09:23:54,3,block,https://www.otodom.pl/pl/oferta/lublin-mieszkanie-3-pokoje-po-remoncie-ID4hUwj.html
193,90.7,2023,lublin,floor_6,63172433,primary,1405850,15500,2022-06-07 16:12:51,2022-08-06 16:31:20,4,apartment,https://www.otodom.pl/pl/oferta/apartament-w-centrum-lublina-ID4h42d.html
194,46.34,1895,lublin,floor_5,63125642,secondary,529000,11416,2022-05-25 17:11:01,2022-08-04 16:23:33,2,tenement,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-w-sercu-lbn-wieniawska-ID4gRRv.html
195,31.93,2023,lublin,floor_1,62687237,primary,271405,8500,2022-01-21 18:41:18,2022-07-22 11:23:27,1,block,https://www.otodom.pl/pl/oferta/nowa-kawalerka-31m2-czuby-styczen-2023r-ID4f1Ot.html
196,,,,,,,,,,,,,
197,77.1,1993,lublin,floor_2,63208228,secondary,555000,7198,2022-06-18 13:10:04,2022-08-07 08:57:41,4,block,https://www.otodom.pl/pl/oferta/czuby-77-1-m2-4-pokoje-2-pietro-ID4hdly.html
198,,,,,,,,,,,,,
199,70.3,1980,lublin,floor_2,63307267,secondary,897000,12760,2022-07-15 20:20:27,2022-08-05 13:13:51,4,block,https://www.otodom.pl/pl/oferta/piekne-w-pelni-wyposazone-mieszkanie-4-pokojowe-ID4hD6X.html
200,41,1990,lublin,floor_10,63307286,secondary,328000,8000,2022-07-15 20:35:57,2022-08-05 00:52:42,2,block,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-osiedlu-bronowice-lublin-ID4hD7g.html
201,66.4,2010,lublin,ground_floor,63373515,secondary,629000,9473,2022-08-04 22:06:31,2022-08-04 22:11:27,3,block,https://www.otodom.pl/pl/oferta/lublin-weglinek-ul-jaspisowa-3-pokoje-ID4hUlt.html
202,47,1976,lublin,floor_6,63373449,secondary,390000,8298,2022-08-04 21:21:42,2022-08-06 13:53:34,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-ul-tumidajskiego-ID4hUkp.html
203,,,,,,,,,,,,,
204,,,,,,,,,,,,,
205,,,,,,,,,,,,,
206,,,,,,,,,,,,,
207,,,,,,,,,,,,,
208,82.2,1994,lublin,ground_floor,62767399,secondary,655000,7968,2022-02-13 23:55:24,2022-08-04 15:42:03,4,block,https://www.otodom.pl/pl/oferta/wysoki-parter-4-pokoje-konstantynow-ID4fmFp.html
209,,,,,,,,,,,,,
210,76.1,1983,lublin,floor_3,63320608,secondary,499000,6557,2022-07-20 10:53:17,2022-08-04 15:20:37,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-czechow-harnasie-76-metrow-niski-blok-ID4hGA8.html
211,94.42,1994,lublin,floor_4,63366465,secondary,475000,5031,2022-08-03 13:43:42,2022-08-04 15:20:45,4,block,https://www.otodom.pl/pl/oferta/okazja-cenowa-4-5-pokoje-wrotkow-ul-medalionow-ID4hSwL.html
212,62.5,1992,lublin,floor_3,63293359,secondary,490000,7840,2022-07-12 15:13:39,2022-08-05 12:24:44,3,block,https://www.otodom.pl/pl/oferta/czuby-3-pokoje-62-50m-ID4hzuD.html
213,53.02,2013,lublin,floor_6,63316979,secondary,499000,9412,2022-07-19 12:54:52,2022-08-04 15:20:38,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-53-m-krysztalowa-weglinek-ID4hFDB.html
214,59.8,2015,lublin,floor_3,63352426,secondary,499000,8344,2022-07-29 18:12:21,2022-08-05 16:03:17,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-balkon-winda-miejsce-postojowe-ID4hORk.html
215,48.1,1989,lublin,floor_1,63362682,secondary,429000,8919,2022-08-02 14:43:26,2022-08-06 10:35:20,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-czuby-szmaragdowa-po-remoncie-ID4hRvK.html
216,49.5,1986,lublin,floor_3,63333815,secondary,319000,6444,2022-07-25 10:35:56,2022-08-08 15:36:08,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-duzy-balkon-ID4hK19.html
217,41.93,1958,lublin,ground_floor,63311331,secondary,415000,9897,2022-07-18 08:15:28,2022-08-04 15:07:16,2,block,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-srodmiescie-lublin-ID4hEaw.html
218,63,1988,lublin,floor_1,63303896,secondary,525000,8333,2022-07-15 09:35:33,2022-08-05 12:24:46,3,block,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-3-pokoje-na-czubach-ID4hCeA.html
219,72,2008,lublin,floor_1,63335258,secondary,599000,8319,2022-07-25 14:14:00,2022-08-05 15:04:18,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-72-mkw-1-3-p-winda-ID4hKoq.html
220,37,1995,lublin,ground_floor,63371985,secondary,347000,9378,2022-08-04 14:17:27,2022-08-06 14:22:05,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-kalinowszczyzna-wysoki-standard-ID4hTVN.html
221,50,2022,lublin,floor_4,63371859,secondary,530000,10600,2022-08-04 13:55:31,2022-08-04 14:26:24,3,block,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-nad-slonecznym-zalewem-ID4hTUL.html
222,76.7,1960,lublin,floor_2,63371250,secondary,620000,8083,2022-08-04 12:25:56,2022-08-04 13:09:16,5,block,https://www.otodom.pl/pl/oferta/3-kawalerki-pakiet-inwestycyjny-w-cenrtum-ID4hTKV.html
223,38,1980,lublin,floor_3,63265854,secondary,390000,10263,2022-07-05 12:44:38,2022-08-04 12:45:51,2,block,https://www.otodom.pl/pl/oferta/lsm-dwupokojowe-mieszkanie-po-generalnym-remoncie-ID4hsl0.html
224,46.94,2023,lublin,floor_3,62704916,primary,347356,7400,2022-01-27 10:52:59,2022-07-31 19:01:24,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-48-ID4f6pC.html
225,48,1979,lublin,floor_4,62982696,secondary,409000,8521,2022-04-13 13:53:02,2022-08-04 13:55:33,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-niski-blok-widokowe-ID4ggFV.html
226,87.1,1994,lublin,floor_4,63300909,secondary,490000,5626,2022-07-14 12:55:33,2022-08-07 09:20:23,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-do-wejscia-na-wrotkowie-ID4hBsp.html
227,44,2022,lublin,floor_3,63265602,primary,303738,6903,2022-07-05 12:04:51,2022-08-04 12:16:31,2,apartment,https://www.otodom.pl/pl/oferta/bez-wkladu-wlasnego-tylko-u-nas-okazja-ID4hsgV.html
228,,,,,,,,,,,,,
229,,,,,,,,,,,,,
230,62.6,2012,lublin,floor_3,63324324,secondary,520000,8307,2022-07-21 11:03:12,2022-08-04 10:53:46,3,block,https://www.otodom.pl/pl/oferta/weglin-3-pokoje-do-wejscia-ID4hHy4.html
231,37.36,1968,lublin,floor_3,63267408,secondary,375000,10037,2022-07-05 16:12:44,2022-08-05 22:11:44,2,block,https://www.otodom.pl/pl/oferta/2pokoje-bez-piecyka-centrum-ID4hsK4.html
232,,,,,,,,,,,,,
233,,,,,,,,,,,,,
234,49.64,1950,lublin,floor_3,63199454,secondary,398000,8018,2022-06-15 11:47:22,2022-07-21 12:08:42,2,tenement,https://www.otodom.pl/pl/oferta/mieszkanie-przy-starym-miescie-blisko-um-ID4hb42.html
235,37,1975,lublin,floor_4,63370848,secondary,329000,8892,2022-08-04 10:55:33,2022-08-04 10:57:32,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-po-remoncie-winda-balkon-ID4hTEs.html
236,,,,,,,,,,,,,
237,87.1,1991,lublin,floor_4,63297955,secondary,470000,5396,2022-07-13 16:01:13,2022-08-08 18:15:34,4,block,https://www.otodom.pl/pl/oferta/przestronne-cztery-pokoje-wrotkow-ID4hAGL.html
238,40.19,2024,lublin,floor_2,62974424,primary,317500,7900,2022-04-11 13:31:24,2022-08-05 22:11:42,2,block,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-ul-jemioluszki-ID4gevv.html
239,,,,,,,,,,,,,
240,,,,,,,,,,,,,
241,43,1970,lublin,floor_3,63215727,secondary,359000,8349,2022-06-21 09:56:19,2022-08-07 18:55:42,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-komfort-po-remoncie-balkon-ID4hfiw.html
242,,,,,,,,,,,,,
243,46.5,1979,lublin,floor_1,62845004,secondary,385000,8280,2022-03-05 15:45:08,2022-08-02 17:16:38,3,block,https://www.otodom.pl/pl/oferta/3-pokojowe-bronowice-1-pietro-okazja-ID4fGR6.html
244,35.1,1970,lublin,floor_4,62789963,secondary,329000,9373,2022-02-18 16:55:36,2022-07-26 21:55:21,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-35-10-m2-tatary-ID4fsxl.html
245,70.07,2005,lublin,floor_2,62776793,secondary,529000,7550,2022-02-15 22:41:17,2022-07-21 14:38:42,3,block,https://www.otodom.pl/pl/oferta/przestronne-na-drugim-pietrze-w-niskim-bloku-ID4fp6W.html
246,41,1970,lublin,floor_10,62655156,secondary,325000,7927,2022-01-13 10:30:48,2022-07-13 10:29:47,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-41-m2-bronowice-ID4eTt2.html
247,30.34,1960,lublin,floor_1,62810544,secondary,249000,8207,2022-02-23 22:54:50,2022-07-25 14:10:15,1,tenement,https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-blisko-centrum-dziesiata-ID4fxTi.html
248,41.18,2021,lublin,floor_3,62711539,secondary,442000,10733,2022-01-28 20:45:22,2022-08-01 12:12:52,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-czuby-nowy-blok-ID4f88r.html
249,30.52,1960,lublin,floor_1,62810416,secondary,249000,8159,2022-02-23 21:55:22,2022-07-25 14:10:14,2,tenement,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRe.html
250,46.13,2022,lublin,ground_floor,62804933,secondary,385900,8365,2022-02-22 17:40:52,2022-07-22 18:45:28,3,block,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-mala-dziesiata-na-juz-ID4fvqN.html
251,38,2005,lublin,floor_2,63284509,secondary,375000,9868,2022-07-10 12:54:23,2022-08-08 09:15:37,1,block,https://www.otodom.pl/pl/oferta/mieszkanie-38m-startowa-balkon-piwnica-ID4hxbT.html
252,55.81,2022,lublin,floor_2,63110794,primary,420000,7526,2022-05-21 17:25:55,2022-08-06 09:53:28,3,block,https://www.otodom.pl/pl/oferta/na-juz-gotowe-nowe-projekt-bez-posrednika-ID4gO02.html
253,46.66,2022,lublin,ground_floor,63110747,primary,370000,7930,2022-05-21 16:52:20,2022-08-06 09:54:58,2,block,https://www.otodom.pl/pl/oferta/m-z-ogrodkiem-na-juz-gotowe-projekt-bezposrednio-ID4gNZh.html
254,,,,,,,,,,,,,
255,,,,,,,,,,,,,
256,52,1980,lublin,floor_4,63370026,secondary,399000,7673,2022-08-03 22:18:11,2022-08-08 17:25:18,2,block,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-czechowie-duzy-balkon-ID4hTrc.html
257,54,2014,lublin,floor_2,63369927,secondary,520000,9630,2022-08-03 21:28:43,2022-08-07 17:20:53,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-do-wejscia-koralowa-54-m-3pokoje-ID4hTpB.html
258,61.8,1998,lublin,floor_3,63322968,secondary,379000,6133,2022-07-20 18:34:39,2022-08-07 21:30:45,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-61-8m2-lublin-poreba-dobry-dojazd-ID4hHcc.html
259,,,,,,,,,,,,,
260,57,2020,lublin,floor_10,63322930,secondary,1220000,21404,2022-07-20 18:17:31,2022-08-07 18:31:14,2,apartment,https://www.otodom.pl/pl/oferta/unia-art-residence-10p-widok-57m2-basen-fitnes-ID4hHbA.html
261,,,,,,,,,,,,,
262,21.65,1967,lublin,ground_floor,63363091,secondary,185000,8545,2022-08-02 15:32:30,2022-08-08 17:40:47,1,block,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-do-remontu-ID4hRDl.html
263,41.22,2022,lublin,floor_1,63330599,primary,280296,6800,2022-07-22 21:26:05,2022-08-07 17:56:53,2,apartment,https://www.otodom.pl/pl/oferta/jedynie-w-sierpniu-najtaniej-w-lublinie-okazja-ID4hJbh.html
264,61,1978,lublin,floor_10,63302342,secondary,499000,8180,2022-07-14 16:25:05,2022-08-03 17:55:55,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-po-remoncie-bronowice-ID4hBPv.html
265,57,2022,lublin,ground_floor,63322755,primary,420000,7368,2022-07-20 17:18:18,2022-08-07 17:19:24,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-57m2-jemioluszki-ID4hH8L.html
266,47.5,1965,lublin,floor_2,63262930,secondary,299999,6316,2022-07-04 16:33:38,2022-08-03 16:45:53,3,block,https://www.otodom.pl/pl/oferta/kalinowszczyzna-47-5m2-3-pokoje-inwestycyjnie-ID4hrzQ.html
267,61,2009,lublin,floor_2,62755161,secondary,540000,8852,2022-02-10 10:06:47,2022-08-05 15:44:47,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-61-m2-ul-dozynkowa-lublin-ID4fju1.html
268,48,1977,lublin,ground_floor,62687104,secondary,385000,8021,2022-01-21 17:57:02,2022-08-05 15:19:22,3,block,https://www.otodom.pl/pl/oferta/3pokoje-parter-czechow-do-remontu-do-negocjacji-ID4f1Mk.html
269,72,2008,lublin,floor_1,63366946,secondary,599000,8319,2022-08-03 14:41:25,2022-08-03 16:21:26,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-z-garderoba-zamkniete-osiedle-ID4hSDv.html
270,79.32,1995,lublin,floor_3,63367038,secondary,560000,7060,2022-08-03 14:52:51,2022-08-07 15:21:15,3,block,https://www.otodom.pl/pl/oferta/lsm-doskonala-lokalizacja-parking-za-szlabanem-ID4hSF0.html
271,69.4,2021,sroda-wielkopolska,ground_floor,63367007,primary,329000,4741,2022-08-03 14:46:33,2022-08-08 09:55:16,3,ribbon,https://www.otodom.pl/pl/oferta/dom-z-ogrodem-zamieszkaj-nieopodal-poznania-ID4hSEw.html
272,71.37,1917,lublin,floor_1,63366927,secondary,700000,9808,2022-08-03 14:39:43,2022-08-03 14:40:07,2,tenement,https://www.otodom.pl/pl/oferta/2-pokoje-w-kamienicy-na-wieniawie-ID4hSDd.html
273,70,2018,lublin,floor_1,63269111,secondary,999000,14271,2022-07-06 07:55:09,2022-08-08 17:52:45,4,block,https://www.otodom.pl/pl/oferta/wygodne-4-pokoje-70m2-1-pietro-srodmiescie-2-m-ID4htbx.html
274,38.85,1980,lublin,floor_2,63366816,secondary,379000,9755,2022-08-03 14:24:23,2022-08-07 15:21:45,2,block,https://www.otodom.pl/pl/oferta/lsm-rury-dla-studentki-studenta-pary-inwestora-ID4hSBq.html
275,60.8,1983,lublin,floor_2,63366780,secondary,435000,7155,2022-08-03 14:18:51,2022-08-07 15:22:06,3,block,https://www.otodom.pl/pl/oferta/ustawne-3-4-pokoje-na-czubach-polnocnych-ID4hSAQ.html
276,,,,,,,,,,,,,
277,48.2,1980,lublin,floor_3,63366658,secondary,415000,8610,2022-08-03 14:01:34,2022-08-03 14:14:02,3,block,https://www.otodom.pl/pl/oferta/czechow-3-pokoje-blisko-medycznego-ID4hSyS.html
278,48,1990,lublin,floor_1,63227943,secondary,419000,8729,2022-06-23 20:32:41,2022-08-08 18:15:44,2,block,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-czubach-ID4hitx.html
279,36,1969,lublin,floor_6,63128621,secondary,320000,8889,2022-05-26 12:50:44,2022-08-08 18:16:03,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-bez-piecyka-z-balkonem-srodmiescie-ID4gSDz.html
280,48,1985,lublin,floor_2,63066087,secondary,379000,7896,2022-05-10 15:21:02,2022-08-08 18:15:20,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-niski-blok-os-chopina-ID4gCmX.html
281,60.8,1989,lublin,floor_2,63366180,secondary,495000,8141,2022-08-03 13:23:07,2022-08-05 13:28:51,3,block,https://www.otodom.pl/pl/oferta/czuby-skarpa-3-pokoje-60-80m2-ID4hSra.html
282,,,,,,,,,,,,,
283,57.9,1975,lublin,floor_4,63366149,secondary,380000,6563,2022-08-03 13:16:01,2022-08-07 15:22:16,3,block,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-kalinowszczyznie-ID4hSqF.html
284,66.1,1965,lublin,floor_1,63352690,secondary,415000,6278,2022-07-29 20:20:58,2022-08-08 18:15:29,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-do-wlasnej-aranzacji-lsm-ID4hOWA.html
285,48.3,1973,lublin,floor_3,63366093,secondary,399000,8261,2022-08-03 13:05:31,2022-08-07 15:22:36,3,block,https://www.otodom.pl/pl/oferta/lsm-3-pokoje-blisko-uczelni-do-wejscia-niski-blok-ID4hSpL.html
286,,,,,,,,,,,,,
287,40,2003,lublin,ground_floor,63170231,secondary,415000,10375,2022-06-07 11:31:12,2022-08-08 18:15:52,2,block,https://www.otodom.pl/pl/oferta/dwa-stylowe-pokoje-slawinek-ID4h3sH.html
288,58,1980,lublin,ground_floor,63281600,secondary,469000,8086,2022-07-08 19:11:19,2022-08-07 19:17:13,3,block,https://www.otodom.pl/pl/oferta/trzy-rozkladowe-pokoje-czechow-ID4hvqY.html
289,43,1965,lublin,floor_3,63315249,secondary,359000,8349,2022-07-18 23:35:19,2022-08-05 22:11:44,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-blisko-centrum-ID4hFbH.html
290,45.89,1965,lublin,floor_2,63312646,secondary,367000,7997,2022-07-18 12:54:51,2022-08-04 11:55:15,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-do-wejscia-ID4hEwI.html
291,48.54,2004,lublin,floor_2,62698591,secondary,415000,8550,2022-01-25 15:52:56,2022-08-03 12:48:50,2,block,https://www.otodom.pl/pl/oferta/super-dwa-pokoje-2-pietro-poreba-ID4f4LB.html
292,,,,,,,,,,,,,
293,53.65,2014,lublin,floor_2,62842353,secondary,520000,9692,2022-03-04 14:54:00,2022-08-03 13:00:28,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-2-pietro-wysoki-standard-ID4fGal.html
294,,,,,,,,,,,,,
295,48.1,1991,lublin,floor_3,63365727,secondary,409000,8503,2022-08-03 11:56:11,2022-08-07 09:17:13,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-duzy-balkon-rozklad-inwestycja-ID4hSjR.html
296,48,1976,lublin,floor_6,63299252,secondary,394000,8208,2022-07-13 23:05:14,2022-08-03 11:44:14,2,block,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-czechow-blisko-um-ID4hB1G.html
297,54,1968,lublin,floor_3,63149247,secondary,339000,6278,2022-06-01 11:21:04,2022-08-08 18:15:54,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-zielonej-okolicy-ID4gY0f.html
298,69,2001,lublin,floor_3,63228412,secondary,429000,6217,2022-06-24 01:05:31,2022-08-03 11:45:49,3,block,https://www.otodom.pl/pl/oferta/czuby-porebadwupoziomoweduzy-balkon-ID4hiB6.html
299,,,,,,,,,,,,,
300,37,1978,lublin,floor_1,63130533,secondary,324000,8757,2022-05-26 19:00:43,2022-08-08 18:15:59,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-blisko-lubelskich-uczelni-ID4gT8p.html
301,35.4,1980,lublin,ground_floor,63211113,secondary,289000,8164,2022-06-20 09:41:27,2022-08-03 11:42:06,1,block,https://www.otodom.pl/pl/oferta/czuby-kawalerka-35m2-parter-balkon-ID4he65.html
302,62,2016,lublin,floor_1,63199791,secondary,549000,8855,2022-06-15 13:12:54,2022-08-05 14:43:41,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-na-weglinku-ID4hb9t.html
303,69.5,2015,lublin,floor_3,63240881,secondary,599000,8619,2022-06-28 11:40:57,2022-08-03 10:00:39,3,block,https://www.otodom.pl/pl/oferta/lublin-weglinek-3-pokoje-z-miejscem-parkingowym-ID4hlQd.html
304,,,,,,,,,,,,,
305,,,,,,,,,,,,,
306,,,,,,,,,,,,,
307,72,2014,lublin,floor_2,63082724,secondary,625000,8681,2022-05-14 12:55:22,2022-08-04 13:52:56,4,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-4-pokoje-wrotkow-ID4gGHi.html
308,,,,,,,,,,,,,
309,62.1,2016,lublin,floor_3,63215040,secondary,560000,9018,2022-06-20 22:20:48,2022-08-06 22:50:53,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-62m2-ul-gesia-3-pokojowe-weglinek-ID4hf7q.html
310,,,,,,,,,,,,,
311,62.22,1978,lublin,floor_10,63056000,secondary,439000,7056,2022-05-07 17:22:23,2022-08-08 06:06:19,4,block,https://www.otodom.pl/pl/oferta/1-km-od-centrum-blisko-uczelni-ID4gzKg.html
312,65.83,2018,lublin,floor_1,63009754,secondary,599000,9099,2022-04-22 13:11:23,2022-08-02 15:23:36,4,block,https://www.otodom.pl/pl/oferta/4pokojowe-mieszkanie-66m2-wrotkow-ID4gnIm.html
313,30.94,1920,lublin,floor_1,62724002,secondary,255000,8242,2022-02-01 18:31:07,2022-08-05 13:42:34,2,tenement,https://www.otodom.pl/pl/oferta/dziesiata-2-pokoje-31m2-po-remoncie-ID4fbns.html
314,,,,,,,,,,,,,
