,m,build_year,location,floor,id,market,price,price_per_m2,date_created,date_lastmod,rooms,builttype,url
329,59.9,2016,lublin,floor_1,63334736,secondary,595000,9933,2022-07-25 12:56:53,2022-07-25 14:30:29,3,block,https://www.otodom.pl/pl/oferta/pieknie-urzadzone-gotowe-do-wejscia-w-nowym-bloku-ID4hKg0.html
330,38.72,1975,lublin,ground_floor,63204428,secondary,298000,7696,2022-06-17 12:56:34,2022-07-25 14:38:31,2,block,https://www.otodom.pl/pl/oferta/dwa-osobne-pokoje-rozklad-parter-ID4hcmg.html
331,,,,,,,,,,,,,
332,,,,,,,,,,,,,
333,48,1978,lublin,floor_9,62812621,secondary,299000,6229,2022-02-24 13:53:53,2022-07-25 14:10:15,3,block,https://www.otodom.pl/pl/oferta/okazja-3-pokoje-blekitna-ID4fyqN.html
334,60.49,2008,lublin,ground_floor,62828421,secondary,554500,9167,2022-03-01 14:02:05,2022-07-29 15:15:22,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-61-m-2-bazylianowka-ID4fCxD.html
335,35.29,2022,lublin,floor_1,63335183,secondary,343190,9725,2022-07-25 14:05:40,2022-07-26 10:36:44,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKnd.html
336,35.29,2022,lublin,floor_3,63335182,secondary,388190,11000,2022-07-25 14:05:36,2022-07-26 10:36:41,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKnc.html
337,38.48,2022,lublin,floor_3,63335181,secondary,378280,9831,2022-07-25 14:05:35,2022-07-26 10:36:34,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKnb.html
338,38.48,2022,lublin,floor_1,63335059,secondary,423280,11000,2022-07-25 13:41:25,2022-07-26 11:05:38,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-koralowa-czuby-2022-rok-budowy-ID4hKld.html
339,66.49,2004,lublin,ground_floor,63128987,secondary,729000,10964,2022-05-26 13:41:47,2022-07-26 13:43:06,3,house,https://www.otodom.pl/pl/oferta/unikatowe-mieszkanie-z-ogrodem-czechow-3-pokoje-ID4gSJt.html
340,51.5,1960,lublin,ground_floor,63335134,secondary,319000,6194,2022-07-25 13:57:54,2022-07-29 14:38:42,2,block,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-od-zaraz-bezposrednio-ID4hKmq.html
341,30.33,1960,lublin,floor_1,62810465,secondary,255000,8408,2022-02-23 22:15:18,2022-07-25 14:10:14,2,tenement,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxS1.html
342,,,,,,,,,,,,,
343,41.14,2022,lublin,floor_1,62249692,primary,368000,8945,2021-09-06 16:43:15,2022-07-29 16:57:15,2,block,https://www.otodom.pl/pl/oferta/stan-deweloperski-dostepne-07-2022-do-negocjacji-ID4dbZi.html
344,,,,,,,,,,,,,
345,,,,,,,,,,,,,
346,85,2011,lublin,floor_3,62843466,secondary,690000,8118,2022-03-04 17:52:13,2022-07-25 12:06:40,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-poziomowe-bazylianowka-ID4fGsi.html
347,60.17,2017,lublin,floor_3,63321495,secondary,579000,9623,2022-07-20 13:31:21,2022-07-25 12:03:52,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-botanik-ID4hGOr.html
348,45.01,2023,lublin,ground_floor,62708726,primary,396088,8800,2022-01-28 10:51:25,2022-07-27 12:15:22,2,block,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-weglinek-ID4f7p4.html
349,,,,,,,,,,,,,
350,,,,,,,,,,,,,
351,,,,,,,,,,,,,
352,,,,,,,,,,,,,
353,99.8,2001,lublin,floor_2,62985394,secondary,799000,8006,2022-04-14 10:22:33,2022-07-25 11:57:17,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-99-80-m-lublin-ID4ghns.html
354,50.92,2023,lublin,floor_2,62685781,primary,358986,7050,2022-01-21 14:02:27,2022-07-25 12:04:36,3,block,https://www.otodom.pl/pl/oferta/nowe-mieszkania-okolice-abramowickiej-ID4f1qZ.html
355,49.1,2004,lublin,floor_2,63331106,secondary,470000,9572,2022-07-23 11:15:06,2022-07-29 20:02:39,2,block,https://www.otodom.pl/pl/oferta/49m2-2-pokoje-na-wieniawie-ID4hJjs.html
356,48.3,2000,lublin,ground_floor,62863737,secondary,480000,9938,2022-03-10 17:32:41,2022-07-25 11:53:09,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-wieniawa-ID4fLJf.html
357,,,,,,,,,,,,,
358,,,,,,,,,,,,,
359,61.8,1973,lublin,floor_1,63170353,secondary,485000,7848,2022-06-07 11:51:26,2022-07-29 20:02:22,4,block,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-ul-p-wolodyjowskiego-lsm-ID4h3uF.html
360,,,,,,,,,,,,,
361,,,,,,,,,,,,,
362,48.2,1978,lublin,floor_1,62768559,secondary,459000,9523,2022-02-14 12:12:08,2022-07-25 16:12:32,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-na-kalinowszczyznie-ID4fmY7.html
363,42.82,2023,lublin,ground_floor,63052875,primary,351124,8200,2022-05-06 14:01:39,2022-07-25 11:57:01,2,block,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-ponikwodzie-ID4gyWR.html
364,,,,,,,,,,,,,
365,57.79,2022,lublin,ground_floor,63166759,primary,491215,8500,2022-06-06 14:00:52,2022-07-25 11:19:51,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-z-ogrodkiem-147m2-ID4h2yH.html
366,,,,,,,,,,,,,
367,50.77,2023,lublin,ground_floor,62784080,primary,357928,7050,2022-02-17 15:12:12,2022-07-25 11:20:51,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-sloneczne-z-pieknym-widokiem-ID4fr0s.html
368,61.1,1980,lublin,floor_4,63214344,secondary,475000,7774,2022-06-20 18:45:10,2022-07-28 11:35:31,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-blisko-ul-filaretow-zana-ID4heVc.html
369,,,,,,,,,,,,,
370,,,,,,,,,,,,,
371,60.72,2022,lublin,floor_1,63189675,primary,546480,9000,2022-06-11 23:43:14,2022-07-29 23:50:39,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lublin-czechow-60-72m2-ID4h8vj.html
372,59,1993,lublin,floor_1,63082733,secondary,502000,8508,2022-05-14 13:02:04,2022-07-28 13:02:42,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-lublin-watykanska-1-pietro-3-pokoje-ID4gGHr.html
373,,,,,,,,,,,,,
374,44.4,1980,lublin,floor_8,63060227,secondary,339000,7635,2022-05-09 13:10:43,2022-07-11 15:50:55,2,block,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-z-pieknym-widokiem-czechow-ID4gAQr.html
375,59.78,2022,lublin,floor_3,63093944,primary,454328,7600,2022-05-17 18:05:36,2022-07-26 16:29:54,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-brak-pcc-stan-deweloperski-klucze-ID4gJCg.html
376,51.54,2008,lublin,ground_floor,62925712,secondary,489000,9488,2022-03-28 15:50:40,2022-07-26 20:09:03,2,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-ul-dozynkowa-ID4g1QQ.html
377,47.46,2001,lublin,floor_3,62946417,secondary,340000,7164,2022-04-03 10:01:28,2022-07-05 15:56:39,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-poddasze-47m2-pilna-sprzedaz-ID4g7eN.html
378,64.4,2018,lublin,floor_2,62859557,secondary,577000,8960,2022-03-09 18:01:09,2022-07-07 19:15:34,3,block,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-weglinek-2-miejsca-postojowe-ID4fKDP.html
379,52.4,1960,lublin,floor_1,62987960,secondary,335000,6393,2022-04-14 18:11:57,2022-07-30 11:55:41,2,tenement,https://www.otodom.pl/pl/oferta/dwu-pokojowe-mieszkanie-52mk2-ogrodek-ID4gi2Q.html
380,57.9,1973,lublin,ground_floor,62528897,secondary,415000,7168,2021-11-26 13:02:24,2022-07-25 12:55:56,4,block,https://www.otodom.pl/pl/oferta/kalinowszczyzna-58m2-niski-blok-4-pokoje-ID4emCB.html
381,43.96,1889,lublin,floor_4,63060782,secondary,459000,10441,2022-05-09 14:14:25,2022-07-21 12:09:14,2,tenement,https://www.otodom.pl/pl/oferta/centrum-wieniawska-2-pokoje-ID4gAZo.html
382,54.5,1965,lublin,floor_2,63073867,secondary,489000,8972,2022-05-12 11:03:39,2022-07-28 16:14:12,3,block,https://www.otodom.pl/pl/oferta/piekne-trzypokojowe-mieszkanie-na-lsm-ie-ID4gEor.html
383,49,1965,lublin,floor_3,62271381,secondary,365000,7449,2021-09-13 09:00:52,2022-07-10 11:30:14,2,block,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-do-remontu-lsm-ID4dhD7.html
384,80.69,2010,lublin,floor_2,62281443,secondary,649000,8043,2021-09-15 11:42:12,2022-07-31 01:30:15,3,block,https://www.otodom.pl/pl/oferta/81m2czubydo-wejscia2-pietroteren-ogrodzony-ID4dkfp.html
385,,,,,,,,,,,,,
386,47.9,1991,lublin,floor_1,61592042,secondary,395000,8246,2021-03-07 11:28:08,2022-07-28 08:38:48,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-ID4aqU2.html
387,14.5,1935,lublin,floor_1,62701358,secondary,199000,13724,2022-01-26 12:00:49,2022-07-26 12:42:03,1,tenement,https://www.otodom.pl/pl/oferta/kawalerka-pod-klucz-dla-singla-ID4f5ue.html
388,53.97,2022,lublin,floor_5,62591550,primary,437157,8100,2021-12-17 13:13:07,2022-07-25 19:54:28,3,block,https://www.otodom.pl/pl/oferta/3-pok-bez-pcc-klucze-mp-ID4eCW8.html
389,48.2,1980,lublin,floor_3,62754266,secondary,469000,9730,2022-02-09 20:34:20,2022-07-11 11:39:22,3,block,https://www.otodom.pl/pl/oferta/komfortowe3-pokojerozkladniski-blokpo-remoncie-ID4fjfA.html
390,55,2011,lublin,ground_floor,62822449,secondary,499000,9073,2022-02-28 11:34:41,2022-07-28 12:45:42,3,block,https://www.otodom.pl/pl/oferta/czuby-3-pokoje-ogrod-30m2-ID4fAZj.html
391,,,,,,,,,,,,,
392,57.82,1975,lublin,floor_4,62927720,secondary,500000,8648,2022-03-29 09:55:38,2022-07-29 13:55:28,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-rustykalne-indywidualne-do-wejscia-ID4g2ne.html
393,,,,,,,,,,,,,
394,,,,,,,,,,,,,
395,,,,,,,,,,,,,
396,71.58,2008,lublin,ground_floor,63332856,secondary,619900,8660,2022-07-24 20:57:38,2022-07-26 10:13:07,3,block,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-w-bardzo-dobrej-lokalizacji-ID4hJLG.html
397,57.33,1964,lublin,floor_1,63280277,secondary,375000,6541,2022-07-08 14:56:18,2022-07-24 19:50:19,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-do-wejscia-inwestycyjnie-ID4hv5D.html
398,,,,,,,,,,,,,
399,51,1960,lublin,ground_floor,63332695,secondary,499999,9804,2022-07-24 18:52:33,2022-07-29 17:23:54,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-centrum-chmielna-do-wprowadzenia-ID4hJJ5.html
400,68.08,2022,lublin,floor_1,63283361,secondary,578680,8500,2022-07-09 18:25:31,2022-07-24 18:28:23,3,block,https://www.otodom.pl/pl/oferta/eko-park-w-stanie-deweloperskim-bez-posrednikow-ID4hvTn.html
401,58.31,2022,lublin,ground_floor,63181816,primary,440000,7546,2022-06-09 15:15:07,2022-07-25 18:54:42,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3p-ak-58m2-lublin-os-botanik-ID4h6ty.html
402,135.67,1995,lublin,floor_2,63285644,secondary,599000,4415,2022-07-10 21:39:14,2022-07-24 14:30:41,6,block,https://www.otodom.pl/pl/oferta/przestronne-dwupoziomowe-mieszkanie-z-garazem-ID4hxuc.html
403,71.1,2012,lublin,floor_3,63271814,secondary,680000,9564,2022-07-06 15:57:05,2022-07-24 14:32:38,3,block,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-z-tarasem-i-antresola-ID4htT8.html
404,66,1998,lublin,floor_3,63284677,secondary,570000,8636,2022-07-10 14:29:03,2022-07-28 14:31:47,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-66m2-szczytowa-czuby-ID4hxeB.html
405,60.6,1984,lublin,ground_floor,63284437,secondary,497000,8201,2022-07-10 12:06:11,2022-07-28 12:14:22,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-czuby-ID4hxaJ.html
406,61.1,1979,lublin,floor_4,63232287,secondary,499000,8167,2022-06-24 22:05:20,2022-07-25 09:08:12,3,block,https://www.otodom.pl/pl/oferta/czuby-ul-goscinna-3-pokoje-ID4hjBB.html
407,38,2021,lublin,ground_floor,63186022,secondary,320000,8421,2022-06-10 14:51:48,2022-07-29 13:52:22,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-2-pokojowe-wrotkow-ID4h7zo.html
408,50.91,2020,lublin,ground_floor,63190508,secondary,580000,11393,2022-06-12 19:33:49,2022-07-30 19:36:32,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-51m2-3-pokoje-ogrod-100m2-wrotkow-ID4h8JK.html
409,,,,,,,,,,,,,
410,60,2008,lublin,floor_3,63131621,secondary,459000,7650,2022-05-27 10:55:10,2022-07-28 13:23:25,3,block,https://www.otodom.pl/pl/oferta/do-wejscia-3-pokoje-blok-2008r-okazja-ID4gTpX.html
411,62.8,1988,lublin,floor_4,63080948,secondary,480000,7643,2022-05-13 17:03:14,2022-07-18 20:23:16,3,block,https://www.otodom.pl/pl/oferta/trzypokojowe-wieniawa-ul-pulawska-ID4gGeE.html
412,,,,,,,,,,,,,
413,52,1988,lublin,ground_floor,63133154,secondary,514800,9900,2022-05-27 14:30:07,2022-07-16 19:52:51,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-52m2-parter-do-wejscia-ID4gTOG.html
414,38.21,1957,lublin,floor_4,63015785,secondary,399000,10442,2022-04-25 10:52:24,2022-07-24 11:30:38,2,block,https://www.otodom.pl/pl/oferta/atrakcyjna-lokalizacja-centrum-ID4gphD.html
415,23.84,1950,lublin,ground_floor,62891123,secondary,230000,9648,2022-03-18 10:30:59,2022-07-29 15:22:10,1,tenement,https://www.otodom.pl/pl/oferta/udzialy-w-kamienicy-super-na-booking-ID4fSQX.html
416,70.94,2022,lublin,floor_2,62931060,primary,610000,8599,2022-03-29 17:50:44,2022-07-30 16:41:21,3,apartment,https://www.otodom.pl/pl/oferta/apartament-70-92-m2-orkana-residence-ID4g3f6.html
417,57.53,2015,lublin,floor_4,62575539,secondary,575000,9995,2021-12-12 16:02:06,2022-07-28 09:41:23,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-ul-koralowa-z-klimatyzacja-ID4eyKT.html
418,,,,,,,,,,,,,
419,27,1967,lublin,floor_2,63131776,secondary,235000,8704,2022-05-27 11:24:19,2022-07-28 13:28:07,1,block,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-okazja-ID4gTss.html
420,43.41,2022,lublin,ground_floor,62646533,primary,360303,8300,2022-01-11 08:53:00,2022-07-18 19:01:14,2,block,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-koralowe-k9-61-ID4eRdX.html
421,49.56,2001,lublin,floor_1,63032050,secondary,415000,8374,2022-04-29 07:55:05,2022-07-29 13:55:33,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-duzy-balkon-poreba-ID4gtwY.html
422,,,,,,,,,,,,,
423,,,,,,,,,,,,,
424,,,,,,,,,,,,,
425,167,1997,lublin,floor_3,63300435,secondary,829000,4964,2022-07-14 11:45:28,2022-07-23 21:09:34,7,house,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-na-slawinku-167m2-7-poko-ID4hBkL.html
426,63,1980,lublin,floor_4,62945528,secondary,447000,7095,2022-04-02 18:45:34,2022-07-23 20:56:59,3,block,https://www.otodom.pl/pl/oferta/nowa-nizsza-cena-czuby-63m2-lublin-ID4g70s.html
427,28,2021,lublin,ground_floor,63331788,secondary,334700,11954,2022-07-23 20:30:44,2022-07-28 16:37:31,1,apartment,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-ogrodkiem-i-klimatyzacja-ID4hJus.html
428,56,2006,lublin,ground_floor,63283278,secondary,500000,8929,2022-07-09 17:42:09,2022-07-27 17:44:12,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-56-m-lublin-ul-fulmana-ID4hvS2.html
429,44.2,1974,lublin,floor_4,63331165,secondary,435000,9842,2022-07-23 11:55:25,2022-07-23 17:33:39,3,block,https://www.otodom.pl/pl/oferta/lsm-3-pokoje-super-komfort-rozklad-ID4hJkp.html
430,48.2,1974,lublin,floor_3,63331431,secondary,399000,8278,2022-07-23 14:55:11,2022-07-23 17:34:39,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-niski-blok-do-wejscia-dwustronne-ID4hJoH.html
431,51,1980,lublin,floor_2,63281260,secondary,448000,8784,2022-07-08 17:27:02,2022-07-23 17:28:35,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-osiedlu-nalkowskich-ID4hvlu.html
432,51.14,1954,lublin,floor_2,63226773,secondary,550000,10755,2022-06-23 15:03:40,2022-07-25 16:15:36,2,tenement,https://www.otodom.pl/pl/oferta/2-pokoje-kul-za-oknem-blizej-sie-nie-da-ID4hiaF.html
433,49,1985,lublin,floor_3,63278711,secondary,340000,6939,2022-07-08 11:13:09,2022-07-23 14:16:57,2,block,https://www.otodom.pl/pl/oferta/2-3-pokoje-czuby-duzy-balkon-duzo-zieleni-ID4hwGn.html
434,65.41,2010,lublin,ground_floor,63330870,secondary,655000,10014,2022-07-23 02:19:12,2022-07-30 09:57:16,3,apartment,https://www.otodom.pl/pl/oferta/65-m2-w-atrakcyjnej-lokalizacji-os-botanik-ID4hJfE.html
435,,,,,,,,,,,,,
436,49.3,2022,lublin,floor_4,63278351,secondary,530000,10751,2022-07-08 09:50:10,2022-07-23 09:51:11,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-lublin-ul-wolinskiego-2022-ID4hwAz.html
437,,,,,,,,,,,,,
438,40.08,2024,lublin,floor_2,62759422,primary,316632,7900,2022-02-11 09:09:41,2022-07-28 19:01:05,2,block,https://www.otodom.pl/pl/oferta/diamentowe-tarasy-wyjatkowe-mieszkanie-c-m49-ID4fkAK.html
439,39.76,2024,lublin,floor_2,62759421,primary,314104,7900,2022-02-11 09:09:25,2022-07-27 19:01:14,2,block,https://www.otodom.pl/pl/oferta/diamentowe-tarasy-atrakcyjne-mieszkanie-c-m48-ID4fkAJ.html
440,67.33,1964,lublin,ground_floor,62833744,secondary,484000,7188,2022-03-02 16:10:08,2022-07-30 17:16:16,3,block,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-centrum-potencjal-na-dwupak-ID4fDWu.html
441,82,1997,lublin,floor_3,62642227,secondary,535000,6524,2022-01-10 08:55:12,2022-07-09 10:15:11,4,block,https://www.otodom.pl/pl/oferta/przestronne-4-pokoje-czuby-zamkniete-osiedle-ID4eQ6w.html
442,47.8,1993,lublin,floor_1,62871427,secondary,369000,7720,2022-03-13 13:54:57,2022-07-17 18:25:27,2,block,https://www.otodom.pl/pl/oferta/czuby-os-blonie2-3-pokoje1-pietro-ID4fNJh.html
443,,,,,,,,,,,,,
444,63.65,1993,lublin,floor_4,62621750,secondary,475000,7463,2022-01-02 18:44:11,2022-07-30 09:08:03,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-lublin-wrotkow-medalionow-ID4eKMe.html
445,60.2,1985,lublin,floor_3,62837480,secondary,437000,7259,2022-03-03 13:27:28,2022-07-22 15:34:43,4,block,https://www.otodom.pl/pl/oferta/4-pok-w-rozkladzie-bez-piecyka-po-remoncie-ID4fETK.html
446,53.6,2014,lublin,floor_2,62666322,secondary,520000,9701,2022-01-16 18:15:20,2022-07-29 13:07:44,3,block,https://www.otodom.pl/pl/oferta/pilnie-przytulne-54-m-na-koralowej-bezposrednio-ID4eVn8.html
447,51.73,2021,lublin,floor_4,63330762,secondary,610414,11800,2022-07-22 23:55:26,2022-07-29 11:17:14,2,apartment,https://www.otodom.pl/pl/oferta/apartamentowiec-wysoki-standard-rozklad-ID4hJdU.html
448,,,,,,,,,,,,,
449,41,1970,lublin,floor_10,63130275,secondary,379000,9244,2022-05-26 17:31:45,2022-07-25 18:01:26,2,block,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-lsm-do-wejscia-ID4gT4f.html
450,40.69,2024,lublin,floor_2,62759423,primary,321451,7900,2022-02-11 09:09:54,2022-07-29 19:01:41,2,block,https://www.otodom.pl/pl/oferta/diamentowe-tarasy-urocze-mieszkanie-c-m50-ID4fkAL.html
451,,,,,,,,,,,,,
452,70.95,2020,lublin,floor_3,63330722,secondary,650000,9161,2022-07-22 22:55:13,2022-07-22 23:01:19,3,block,https://www.otodom.pl/pl/oferta/nowe-4-pokojowe-z-2-balkonami-do-wejscia-ID4hJdg.html
453,62,1976,lublin,floor_10,63326114,secondary,435000,7016,2022-07-21 16:03:43,2022-07-22 20:03:02,4,block,https://www.otodom.pl/pl/oferta/4-oddzielne-pokoje-lsm-blisko-uczelnie-ID4hI0V.html
454,33,2005,lublin,floor_3,63329667,secondary,299000,9061,2022-07-22 16:05:35,2022-07-26 10:36:05,1,block,https://www.otodom.pl/pl/oferta/czuby-kawalerka-z-mozliwoscia-2-pokoi-blok-2005-ID4hIVf.html
455,37,1976,lublin,floor_9,63325993,secondary,348000,9405,2022-07-21 15:44:42,2022-07-26 17:05:10,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-blisko-centrum-ID4hHYZ.html
456,77.05,2022,lublin,ground_floor,62804932,primary,589432,7650,2022-02-22 17:40:51,2022-07-30 19:00:44,4,apartment,https://www.otodom.pl/pl/oferta/nowy-apartament-z-tarasem-ogrodem-i-garazami-ID4fvqM.html
457,50,2001,lublin,floor_1,63279157,secondary,389000,7780,2022-07-08 12:30:54,2022-07-30 13:55:19,2,block,https://www.otodom.pl/pl/oferta/sloneczne-przestronne-2-pokoje-ul-szafirowa-ID4hwNz.html
458,56,2013,lublin,floor_1,63271147,secondary,575000,10268,2022-07-06 14:21:40,2022-07-30 13:55:21,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-niedaleko-starego-gaju-weglinek-ID4htIn.html
459,67,2010,lublin,floor_1,63272133,secondary,569000,8493,2022-07-06 16:42:19,2022-07-30 16:02:57,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-malowniczej-okolicy-weglinek-ID4htYh.html
460,,,,,,,,,,,,,
461,27.46,2022,lublin,floor_5,63276642,secondary,346000,12600,2022-07-07 16:26:25,2022-07-22 19:27:39,1,block,https://www.otodom.pl/pl/oferta/piekna-kawalerka-duzy-balkon-kwarcowa-weglinek-ID4hw90.html
462,43.12,2022,lublin,ground_floor,63329721,primary,409640,9500,2022-07-22 16:14:32,2022-07-22 16:16:49,2,apartment,https://www.otodom.pl/pl/oferta/mieszkanie-43-12-m-lublin-ID4hIX7.html
463,67.33,2022,lublin,floor_1,63329686,primary,605970,9000,2022-07-22 16:10:05,2022-07-22 16:11:54,4,apartment,https://www.otodom.pl/pl/oferta/apartament-do-sprzedania-ID4hIVy.html
464,,,,,,,,,,,,,
465,,,,,,,,,,,,,
466,,,,,,,,,,,,,
467,,,,,,,,,,,,,
468,47.2,1978,lublin,floor_6,63312773,secondary,330000,6992,2022-07-18 13:11:28,2022-07-28 18:14:45,2,block,https://www.otodom.pl/pl/oferta/kalinowszczyzna-47mkw-winda-ID4hExL.html
469,,,,,,,,,,,,,
470,61.03,2022,lublin,floor_1,63326467,primary,396695,6500,2022-07-21 17:21:33,2022-07-23 15:11:53,4,apartment,https://www.otodom.pl/pl/oferta/bez-wkladu-wlasnego-tylko-u-nas-okazja-ID4hI6D.html
471,84.42,1976,lublin,floor_4,63324643,secondary,689000,8162,2022-07-21 12:10:41,2022-07-27 17:03:45,3,block,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-w-centrum-ul-lipowa-ID4hHDd.html
472,53.06,2022,lublin,floor_3,63325503,primary,344890,6500,2022-07-21 14:21:32,2022-07-23 15:12:18,3,apartment,https://www.otodom.pl/pl/oferta/bez-wkladu-wlasnego-tylko-u-nas-okazja-ID4hHR5.html
473,55.12,2022,lublin,floor_2,63325499,primary,358280,6500,2022-07-21 14:21:19,2022-07-23 15:13:31,3,apartment,https://www.otodom.pl/pl/oferta/tylko-unas-kupisz-mieszkanie-bez-wkladu-wlasnego-ID4hHR1.html
474,24.91,1988,lublin,ground_floor,63222281,secondary,240000,9635,2022-06-22 14:25:57,2022-07-28 16:14:17,1,block,https://www.otodom.pl/pl/oferta/kawalerka-okrzei-do-wejscia-ID4hh0d.html
475,,,,,,,,,,,,,
476,,,,,,,,,,,,,
477,,,,,,,,,,,,,
478,,,,,,,,,,,,,
479,,,,,,,,,,,,,
480,,,,,,,,,,,,,
481,,,,,,,,,,,,,
482,63.29,2015,lublin,floor_2,63240199,secondary,630000,9954,2022-06-28 09:21:38,2022-07-29 15:42:01,4,block,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-w-wysokim-standardzie-ID4hlFd.html
483,69.5,2015,lublin,floor_3,63199135,secondary,599000,8619,2022-06-15 10:27:22,2022-07-22 13:11:15,3,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanienowe-budownictwoczuby-ID4haYT.html
484,,,,,,,,,,,,,
485,90.7,2023,lublin,floor_6,63172433,primary,1405850,15500,2022-06-07 16:12:51,2022-07-29 11:13:41,4,apartment,https://www.otodom.pl/pl/oferta/apartament-w-centrum-lublina-ID4h42d.html
486,72.19,1977,lublin,floor_2,63160515,secondary,675000,9350,2022-06-03 18:47:07,2022-07-22 14:33:11,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-centrum-blisko-miasteczko-akademickie-ID4h0WZ.html
487,,,,,,,,,,,,,
488,,,,,,,,,,,,,
489,,,,,,,,,,,,,
490,,,,,,,,,,,,,
491,76.2,2023,lublin,floor_7,63167371,primary,1203960,15800,2022-06-06 15:12:42,2022-07-29 11:13:39,3,apartment,https://www.otodom.pl/pl/oferta/apartament-w-centrum-lublina-ID4h2Iz.html
492,,,,,,,,,,,,,
493,142.1,2023,lublin,floor_7,63167370,primary,2259390,15900,2022-06-06 15:12:36,2022-07-29 11:13:38,4,apartment,https://www.otodom.pl/pl/oferta/apartament-w-centrum-lublina-ID4h2Iy.html
494,,,,,,,,,,,,,
495,47.4,2022,lublin,ground_floor,61687476,primary,383940,8100,2021-03-31 13:51:05,2022-07-24 17:45:08,3,block,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-ak-47m2-czuby-2022r-ID4aPJi.html
496,31.93,2023,lublin,floor_1,62687237,primary,271405,8500,2022-01-21 18:41:18,2022-07-22 11:23:27,1,block,https://www.otodom.pl/pl/oferta/nowa-kawalerka-31m2-czuby-styczen-2023r-ID4f1Ot.html
497,48.9,1984,lublin,floor_2,63327974,secondary,410000,8384,2022-07-22 11:11:20,2022-07-29 15:42:08,2,block,https://www.otodom.pl/pl/oferta/czuby-tatarakowa-49m2-2-pokoje-ii-pietro-ID4hIuV.html
